# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   87       3.108645023300e-10       7.747442764715e-14      -1.987791436142e-12       3.085067904437e-16       1.453703308322e-11       1.870580822968e-12      -7.881216858380e-15 
   88       3.146886919968e-10       7.956131512135e-14      -2.070288038389e-12       3.156774779290e-16       1.412344491086e-11       1.826595379049e-12      -7.851697544648e-15 
   89       3.185453492939e-10       8.165187854926e-14      -2.153654967177e-12       3.229334943385e-16       1.372577074018e-11       1.784153558861e-12      -7.826037912930e-15 
   90       3.224338936714e-10       8.374431625814e-14      -2.237833927341e-12       3.302751684757e-16       1.334312956644e-11       1.743176301572e-12      -7.801143319899e-15 
   91       3.263534595825e-10       8.583678252363e-14      -2.322764876119e-12       3.377028477840e-16       1.297440577571e-11       1.703560930208e-12      -7.773607253617e-15 
   92       3.303028844445e-10       8.792738761344e-14      -2.408386029546e-12       3.452168988105e-16       1.261824080194e-11       1.665180296696e-12      -7.739702297437e-15 
   93       3.342810608421e-10       9.001422605413e-14      -2.494634708065e-12       3.528177151490e-16       1.227335553148e-11       1.627914801379e-12      -7.696235408628e-15 
   94       3.382880798788e-10       9.209546619977e-14      -2.581450005002e-12       3.605057416256e-16       1.193959110533e-11       1.591755817283e-12      -7.643280525779e-15 
   95       3.423242383277e-10       9.416927427789e-14      -2.668770533106e-12       3.682814546251e-16       1.161700995679e-11       1.556716312528e-12      -7.581842151220e-15 
   96       3.463896827675e-10       9.623378779197e-14      -2.756533638748e-12       3.761453554967e-16       1.130557525991e-11       1.522798963571e-12      -7.513030446103e-15 
   97       3.504844025435e-10       9.828711595257e-14      -2.844675419821e-12       3.840979711203e-16       1.100514712670e-11       1.489995751520e-12      -7.438064058601e-15 
   98       3.546082227298e-10       1.003273401084e-13      -2.933130743650e-12       3.921398544732e-16       1.071547880431e-11       1.458287558445e-12      -7.358272952110e-15 
   99       3.587607970898e-10       1.023525141774e-13      -3.021833264898e-12       4.002715851974e-16       1.043621287228e-11       1.427643763692e-12      -7.275101233445e-15 
  100       3.629416010377e-10       1.043606650780e-13      -3.110715443473e-12       4.084937701658e-16       1.016687743969e-11       1.398021840194e-12      -7.190109981047e-15 
