# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_idr            15:(.)rho_idm_dr         16:(.)rho_crit           17:(.)rho_g_twin         18:(.)rho_ur_twin        19:(.)rho_b_twin         20:(.)rho_tot            21:(.)p_tot              22:(.)p_tot_prime        23:gr.fac. D             24:gr.fac. f          
       3.877300933525e+09       4.914884513436e-17       1.168536218756e-04       3.321671049589e+13       1.382826121549e+04       3.566465809335e-06       5.361633013366e+13       6.746546695306e-05       6.218664273928e+26       1.451648727611e+20       7.789637558821e+20       4.191249637826e-08       4.299053871202e+26       5.157710382539e+25       1.370053810588e+19       1.103349856168e+27       5.157710382539e+25       0.000000000000e+00       1.370053810588e+19       1.103349856168e+27       3.677829727794e+26      -1.201399305354e+31       1.234606347641e-04       9.376800167095e-02 
       3.835847095335e+09       5.021567979369e-17       1.181150437333e-04       3.251263486261e+13       1.382826121423e+04       3.605008454961e-06       5.304309562594e+13       6.819374921070e-05       5.956953641080e+26       1.405584209338e+20       7.542452482400e+20       4.191249637826e-08       4.118129470122e+26       4.956220642899e+25       1.335647592450e+19       1.057071425709e+27       4.956220642899e+25       0.000000000000e+00       1.335647592450e+19       1.057071425709e+27       3.523568391830e+26      -1.138618546493e+31       1.235850674661e-04       9.366670443006e-02 
       3.794836457383e+09       5.130561617475e-17       1.193900025100e-04       3.182354475889e+13       1.382826121295e+04       3.643967629330e-06       5.247598980695e+13       6.892984704523e-05       5.706257022227e+26       1.360981435771e+20       7.303111219192e+20       4.191249637826e-08       3.944819218546e+26       4.762949751253e+25       1.302177063161e+19       1.012738001021e+27       4.762949751253e+25       0.000000000000e+00       1.302177063161e+19       1.012738001021e+27       3.375790405300e+26      -1.079120571994e+31       1.237094909003e-04       9.356543741412e-02 
       3.754264281233e+09       5.241915237489e-17       1.206786419061e-04       3.114911998351e+13       1.382826121166e+04       3.683347833850e-06       5.191494715232e+13       6.967384288786e-05       5.466110895873e+26       1.317794022022e+20       7.071364864988e+20       4.191249637826e-08       3.778802677263e+26       4.577546682173e+25       1.269613497507e+19       9.702676757474e+26       4.577546682173e+25       0.000000000000e+00       1.269613497507e+19       9.702676757474e+26       3.234222747118e+26      -1.022733618727e+31       1.238339048268e-04       9.346420057957e-02 
       3.714125879105e+09       5.355679718342e-17       1.219811038027e-04       3.048904713418e+13       1.382826121036e+04       3.723153618576e-06       5.135990283825e+13       7.042582002306e-05       5.236071247684e+26       1.275977055112e+20       6.846972413946e+20       4.191249637826e-08       3.619772892649e+26       4.399675644264e+25       1.237929067101e+19       9.295819951502e+26       4.399675644264e+25       0.000000000000e+00       1.237929067101e+19       9.295819951502e+26       3.098603901586e+26      -9.692949139710e+30       1.239583090052e-04       9.336299409271e-02 
       3.674416613342e+09       5.471907031305e-17       1.232975373568e-04       2.984301946374e+13       1.382826120904e+04       3.763389582735e-06       5.081079273397e+13       7.118586259899e-05       5.015712749540e+26       1.235487047265e+20       6.629700507953e+20       4.191249637826e-08       3.467435829130e+26       4.229015425632e+25       1.207096812903e+19       8.906058107130e+26       4.229015425632e+25       0.000000000000e+00       1.207096812903e+19       8.906058107130e+26       2.968683373744e+26      -9.186502048020e+30       1.240827031957e-04       9.326181833831e-02 
       3.635131895868e+09       5.590650263516e-17       1.246280862688e-04       2.921073673960e+13       1.382826120771e+04       3.804060375258e-06       5.026755339438e+13       7.195405563809e-05       4.804627973124e+26       1.196281890685e+20       6.419323193947e+20       4.191249637826e-08       3.321509825533e+26       4.065258767311e+25       1.177090618665e+19       8.532671408703e+26       4.065258767311e+25       0.000000000000e+00       1.177090618665e+19       8.532671408703e+26       2.844221225129e+26      -8.706533121061e+30       1.242070871588e-04       9.316067392813e-02 
       3.596267187660e+09       5.711963642257e-17       1.259729015146e-04       2.859190510619e+13       1.382826120637e+04       3.845170695317e-06       4.973012205268e+13       7.273048504811e-05       4.602426636622e+26       1.158320813763e+20       6.215621688930e+20       4.191249637826e-08       3.181725074313e+26       3.908111763447e+25       1.147885185278e+19       8.174970376011e+26       3.908111763447e+25       0.000000000000e+00       1.147885185278e+19       8.174970376011e+26       2.724987629093e+26      -8.251657079429e+30       1.243314606561e-04       9.305956170939e-02 
       3.557817998225e+09       5.835902559731e-17       1.273321322515e-04       2.798623695035e+13       1.382826120501e+04       3.886725292867e-06       4.919843661317e+13       7.351523763326e-05       4.408734883112e+26       1.121564338675e+20       6.018384152449e+20       4.191249637826e-08       3.047823122694e+26       3.757293287125e+25       1.119456005986e+19       7.832294586412e+26       3.757293287125e+25       0.000000000000e+00       1.119456005986e+19       7.832294586412e+26       2.610762444839e+26      -7.820561150306e+30       1.244558234504e-04       9.295848277319e-02 
       3.519779885079e+09       5.962523598315e-17       1.287059330934e-04       2.739345076978e+13       1.382826120363e+04       3.928728969197e-06       4.867243564400e+13       7.430840110574e-05       4.223194589330e+26       1.085974240333e+20       5.827405466288e+20       4.191249637826e-08       2.919556394806e+26       3.612534440722e+25       1.091779342447e+19       7.504011450765e+26       3.612534440722e+25       0.000000000000e+00       1.091779342447e+19       7.504011450765e+26       2.501334809403e+26      -7.412001271958e+30       1.245801753060e-04       9.285743846268e-02 
       3.482148453233e+09       6.091884556518e-17       1.300944531977e-04       2.681327104424e+13       1.382826120225e+04       3.971186577481e-06       4.815205837013e+13       7.511006409757e-05       4.045462703521e+26       1.051513506626e+20       5.642487021156e+20       4.191249637826e-08       2.796687733939e+26       3.473578029768e+25       1.064832201613e+19       7.189515040920e+26       3.473578029768e+25       0.000000000000e+00       1.064832201613e+19       7.189515040920e+26       2.396502746812e+26      -7.024798496919e+30       1.247045159891e-04       9.275643038108e-02 
       3.444919354689e+09       6.224044475240e-17       1.314978508162e-04       2.624542810964e+13       1.382826120084e+04       4.014103023342e-06       4.763724466631e+13       7.592031617254e-05       3.875210611164e+26       1.018146299933e+20       5.463436510141e+20       4.191249637826e-08       2.678989964050e+26       3.340178059285e+25       1.038592313395e+19       6.888224966585e+26       3.340178059285e+25       0.000000000000e+00       1.038592313395e+19       6.888224966585e+26       2.296072793714e+26      -6.657835583442e+30       1.248288452682e-04       9.265546039945e-02 
       3.408088287934e+09       6.359063665173e-17       1.329162823822e-04       2.568965803488e+13       1.382826119942e+04       4.057483265420e-06       4.712793505008e+13       7.673924783881e-05       3.712123527380e+26       9.858379198502e+19       5.290067728720e+20       4.191249637826e-08       2.566245469734e+26       3.212099251671e+25       1.013038109100e+19       6.599585299491e+26       3.212099251671e+25       0.000000000000e+00       1.013038109100e+19       6.599585299491e+26       2.199859640760e+26      -6.310053765386e+30       1.249531629145e-04       9.255453066415e-02 
       3.371650997444e+09       6.497003734436e-17       1.343499061477e-04       2.514570250136e+13       1.382826119799e+04       4.101332315940e-06       4.662407067495e+13       7.756695056158e-05       3.555899914918e+26       9.545547671082e+19       5.122200381116e+20       4.191249637826e-08       2.458245793864e+26       3.089116585184e+25       9.881487006062e+18       6.323063542871e+26       3.089116585184e+25       0.000000000000e+00       9.881487006062e+18       6.323063542871e+26       2.107685789100e+26      -5.980449691172e+30       1.250774687021e-04       9.245364360397e-02 
       3.335603273194e+09       6.637927616973e-17       1.357988821837e-04       2.461330868521e+13       1.382826119654e+04       4.145655241295e-06       4.612559332359e+13       7.840351677618e-05       3.406250926633e+26       9.242643086275e+19       4.959659892796e+20       4.191249637826e-08       2.354791252170e+26       2.971014852160e+25       9.639038602552e+18       6.058149644334e+26       2.971014852160e+25       0.000000000000e+00       9.639038602552e+18       6.058149644334e+26       2.019381221340e+26      -5.668072522990e+30       1.252017624087e-04       9.235280193677e-02 
       3.299940950168e+09       6.781899601583e-17       1.372633705614e-04       2.409222914201e+13       1.382826119508e+04       4.190457162630e-06       4.563244540108e+13       7.924903990146e-05       3.262899871426e+26       8.949350436859e+19       4.802277228922e+20       4.191249637826e-08       2.255690564034e+26       2.857588236102e+25       9.402840014355e+18       5.804355050311e+26       2.857588236102e+25       0.000000000000e+00       9.402840014355e+18       5.804355050311e+26       1.934783086357e+26      -5.372021187832e+30       1.253260438158e-04       9.225200867574e-02 
       3.264659907882e+09       6.928985361555e-17       1.387435368088e-04       2.358222169416e+13       1.382826119360e+04       4.235743256434e-06       4.514456992828e+13       8.010361435350e-05       3.125581702659e+26       8.665364711599e+19       4.649888718563e+20       4.191249637826e-08       2.160760498828e+26       2.748639906842e+25       9.172701598349e+18       5.561211800323e+26       2.748639906842e+25       0.000000000000e+00       9.172701598349e+18       5.561211800323e+26       1.853735397390e+26      -5.091441772438e+30       1.254503127092e-04       9.215126713494e-02 
       3.229756069904e+09       7.079251985346e-17       1.402395464538e-04       2.308304932064e+13       1.382826119210e+04       4.281518755139e-06       4.466191053523e+13       8.096733555982e-05       2.994042528105e+26       8.390390578043e+19       4.502335884484e+20       4.191249637826e-08       2.069825537127e+26       2.643981632989e+25       8.948439753384e+18       5.328271659390e+26       2.643981632989e+25       0.000000000000e+00       8.948439753384e+18       5.328271659390e+26       1.776088742844e+26      -4.825525054600e+30       1.255745688793e-04       9.205058093446e-02 
       3.195225403387e+09       7.232768007612e-17       1.417515650246e-04       2.259448004928e+13       1.382826119059e+04       4.327788947723e-06       4.418441145466e+13       8.184029997382e-05       2.868039140514e+26       8.124142075392e+19       4.359465278339e+20       4.191249637826e-08       1.982717546191e+26       2.543433410914e+25       8.729876745478e+18       5.105105286975e+26       2.543433410914e+25       0.000000000000e+00       8.729876745478e+18       5.105105286975e+26       1.701700009266e+26      -4.573504163691e+30       1.256988121217e-04       9.194995400468e-02 
       3.161063918598e+09       7.389603441160e-17       1.432797635061e-04       2.211628685138e+13       1.382826118906e+04       4.374559180321e-06       4.371201751552e+13       8.272260508956e-05       2.747338567942e+26       7.866342317110e+19       4.221128321087e+20       4.191249637826e-08       1.899275469096e+26       2.446823109561e+25       8.516840539006e+18       4.891301440925e+26       2.446823109561e+25       0.000000000000e+00       8.516840539006e+18       4.891301440925e+26       1.630432115998e+26      -4.334652363661e+30       1.258230422377e-04       9.184939058986e-02 
       3.127267668463e+09       7.549829809412e-17       1.448243092455e-04       2.164824753862e+13       1.382826118752e+04       4.421834856845e-06       4.324467413661e+13       8.361434945693e-05       2.631717642999e+26       7.616723202983e+19       4.087181148481e+20       4.191249637826e-08       1.819345026950e+26       2.353986130389e+25       8.309164633653e+18       4.686466214933e+26       2.353986130389e+25       0.000000000000e+00       8.309164633653e+18       4.686466214933e+26       1.562153760996e+26      -4.108280952086e+30       1.259472590345e-04       9.174889525084e-02 
       3.093832748106e+09       7.713520180004e-17       1.463853786845e-04       2.119014466233e+13       1.382826118595e+04       4.469621439605e-06       4.278232732029e+13       8.451563269724e-05       2.520962590227e+26       7.375025140295e+19       3.957484461452e+20       4.191249637826e-08       1.742778433644e+26       2.264765081798e+25       8.106687906921e+18       4.490222308105e+26       2.264765081798e+25       0.000000000000e+00       8.106687906921e+18       4.490222308105e+26       1.496739177350e+26      -3.893737269181e+30       1.260714623260e-04       9.164847286686e-02 
       3.060755294399e+09       7.880749199031e-17       1.479631428083e-04       2.074176541494e+13       1.382826118438e+04       4.517924449944e-06       4.232492364624e+13       8.542655551915e-05       2.414868630848e+26       7.140996773873e+19       3.831903381248e+20       4.191249637826e-08       1.669434122600e+26       2.179009467389e+25       7.909254461942e+18       4.302208325282e+26       2.179009467389e+25       0.000000000000e+00       7.909254461942e+18       4.302208325282e+26       1.434067900062e+26      -3.690402811051e+30       1.261956519329e-04       9.154812863637e-02 
       3.028031485518e+09       8.051593126008e-17       1.495577798778e-04       2.030290153358e+13       1.382826118278e+04       4.566749468872e-06       4.187241026525e+13       8.634721973494e-05       2.313239604133e+26       6.914394724683e+19       3.710307309161e+20       4.191249637826e-08       1.599176485031e+26       2.096575387469e+25       7.716713480412e+18       4.122078106824e+26       2.096575387469e+25       0.000000000000e+00       7.716713480412e+18       4.122078106824e+26       1.374024542637e+26      -3.497691441690e+30       1.263198276833e-04       9.144786807675e-02 
       2.995657540498e+09       8.226129869825e-17       1.511694681540e-04       1.987334920592e+13       1.382826118117e+04       4.616102137714e-06       4.142473489318e+13       8.727772827719e-05       2.215887604723e+26       6.694983336731e+19       3.592569790716e+20       4.191249637826e-08       1.531875619202e+26       2.017325253214e+25       7.528919080392e+18       3.949500086604e+26       2.017325253214e+25       0.000000000000e+00       7.528919080392e+18       3.949500086604e+26       1.316498583082e+26      -3.315047698583e+30       1.264439894135e-04       9.134769702289e-02 
       2.963629718801e+09       8.404439025115e-17       1.527983877168e-04       1.945290897790e+13       1.382826117954e+04       4.665988158761e-06       4.098184580486e+13       8.821818521563e-05       2.122632635198e+26       6.482534431987e+19       3.478568384160e+20       4.191249637826e-08       1.467407090257e+26       1.941127512927e+25       7.345730178791e+18       3.784156677026e+26       1.941127512927e+25       0.000000000000e+00       7.345730178791e+18       3.784156677026e+26       1.261384158916e+26      -3.141945186999e+30       1.265681369679e-04       9.124762162440e-02 
       2.931944319876e+09       8.586601910286e-17       1.544447204651e-04       1.904138566371e+13       1.382826117790e+04       4.716413295926e-06       4.054369182813e+13       8.916869577471e-05       2.033302273276e+26       6.276827073092e+19       3.368184533130e+20       4.191249637826e-08       1.405651700141e+26       1.867856389867e+25       7.167010358286e+18       3.625743679940e+26       1.867856389867e+25       0.000000000000e+00       7.167010358286e+18       3.625743679940e+26       1.208579870801e+26      -2.977885058335e+30       1.266922701999e-04       9.114764834179e-02 
       2.900597682741e+09       8.772701605814e-17       1.561086501169e-04       1.863858825753e+13       1.382826117623e+04       4.767383375415e-06       4.011022233794e+13       9.012936635121e-05       1.947731353015e+26       6.077647333595e+19       3.261303443357e+20       4.191249637826e-08       1.346495267215e+26       1.797391631134e+25       6.992627738490e+18       3.473969722338e+26       1.797391631134e+25       0.000000000000e+00       6.992627738490e+18       3.473969722338e+26       1.157988594448e+26      -2.822394568110e+30       1.268163889722e-04       9.104778394099e-02 
       2.869586185550e+09       8.962822993660e-17       1.577903658472e-04       1.824432984739e+13       1.382826117455e+04       4.818904286396e-06       3.968138725050e+13       9.110030453233e-05       1.865761659435e+26       5.884788075475e+19       3.157813963289e+20       4.191249637826e-08       1.289828415141e+26       1.729618267120e+25       6.822454851135e+18       3.328555715805e+26       1.729618267120e+25       0.000000000000e+00       6.822454851135e+18       3.328555715805e+26       1.109517300429e+26      -2.675025709446e+30       1.269404931571e-04       9.094803548655e-02 
       2.838906245185e+09       9.157052797503e-17       1.594900513737e-04       1.785842753076e+13       1.382826117285e+04       4.870981981682e-06       3.925713701748e+13       9.208161911403e-05       1.787241635982e+26       5.698048733731e+19       3.057608468496e+20       4.191249637826e-08       1.235546370650e+26       1.664426381058e+25       6.656368519069e+18       3.189234338714e+26       1.664426381058e+25       0.000000000000e+00       6.656368519069e+18       3.189234338714e+26       1.063076881579e+26      -2.535353918072e+30       1.270645826374e-04       9.084841033327e-02 
       2.808554316832e+09       9.355479623942e-17       1.612079013285e-04       1.748070233204e+13       1.382826117113e+04       4.923622478417e-06       3.883742262029e+13       9.307342011969e-05       1.712026104317e+26       5.517235107800e+19       2.960582749746e+20       4.191249637826e-08       1.183548769825e+26       1.601710888222e+25       6.494249738848e+18       3.055749540214e+26       1.601710888222e+25       0.000000000000e+00       6.494249738848e+18       3.055749540214e+26       1.018581987655e+26      -2.402976845117e+30       1.271886573064e-04       9.074891611628e-02 
       2.778526893579e+09       9.558194005002e-17       1.629441085242e-04       1.711097912182e+13       1.382826116940e+04       4.976831858772e-06       3.842219556443e+13       9.407581881926e-05       1.639975995890e+26       5.342159159599e+19       2.866635904630e+20       4.191249637826e-08       1.133739472537e+26       1.541371324352e+25       6.335983566722e+18       2.927856065073e+26       1.541371324352e+25       0.000000000000e+00       6.335983566722e+18       2.927856065073e+26       9.759508669539e+25      -2.277513194142e+30       1.273127170685e-04       9.064956073951e-02 
       2.748820506007e+09       9.765288441199e-17       1.646988639550e-04       1.674908653785e+13       1.382826116764e+04       5.030616270649e-06       3.801140787386e+13       9.508892774844e-05       1.570958094804e+26       5.172638817973e+19       2.775670232632e+20       4.191249637826e-08       1.086026384682e+26       1.483311642892e+25       6.181459007801e+18       2.805318998524e+26       1.483311642892e+25       0.000000000000e+00       6.181459007801e+18       2.805318998524e+26       9.351052145918e+25      -2.158601619044e+30       1.274367618396e-04       9.055035236241e-02 
       2.719431721789e+09       9.976857445862e-17       1.664723677095e-04       1.639485690771e+13       1.382826116587e+04       5.084981928388e-06       3.760501208547e+13       9.611286072828e-05       1.504844791519e+26       5.008497789348e+19       2.687591133523e+20       4.191249637826e-08       1.040321287911e+26       1.427440020642e+25       6.030568908195e+18       2.687913330241e+26       1.427440020642e+25       0.000000000000e+00       6.030568908195e+18       2.687913330241e+26       8.959700271650e+25      -2.045899679649e+30       1.275607915475e-04       9.045129938510e-02 
       2.690357145296e+09       1.019299759010e-16       1.682648198766e-04       1.604812617306e+13       1.382826116408e+04       5.139935113489e-06       3.720296124362e+13       9.714773288492e-05       1.441513846902e+26       4.849565374397e+19       2.602307008977e+20       4.191249637826e-08       9.965396765182e+25       1.373668671478e+25       5.883209849929e+18       2.575423536664e+26       1.373668671478e+25       0.000000000000e+00       5.883209849929e+18       2.575423536664e+26       8.584734635227e+25      -1.939082851974e+30       1.276848061322e-04       9.035241043157e-02 
       2.661593417203e+09       1.041380754943e-16       1.700764205452e-04       1.570873381554e+13       1.382826116226e+04       5.195482175335e-06       3.680520889467e+13       9.819366066971e-05       1.380848166217e+26       4.695676290518e+19       2.519729167322e+20       4.191249637826e-08       9.546006011941e+25       1.321913667746e+25       5.739282048434e+18       2.467643180875e+26       1.321913667746e+25       0.000000000000e+00       5.739282048434e+18       2.467643180875e+26       8.225467113951e+25      -1.837843590293e+30       1.278088055465e-04       9.025369433141e-02 
       2.633137214099e+09       1.063938815112e-16       1.719073734421e-04       1.537652278414e+13       1.382826116043e+04       5.251629531927e-06       3.641170908165e+13       9.925076187941e-05       1.322735582625e+26       4.546670499946e+19       2.439771731295e+20       4.191249637826e-08       9.144265193574e+25       1.272094769032e+25       5.598689252410e+18       2.364374529311e+26       1.272094769032e+25       0.000000000000e+00       5.598689252410e+18       2.364374529311e+26       7.881238596285e+25      -1.741890438304e+30       1.279327897559e-04       9.015516009963e-02 
       2.604985248108e+09       1.086984242257e-16       1.737578859320e-04       1.505133942405e+13       1.382826115858e+04       5.308383670625e-06       3.602241633892e+13       1.003191556766e-04       1.267068649796e+26       4.402393043324e+19       2.362351548739e+20       4.191249637826e-08       8.759431517832e+25       1.224135257953e+25       5.461338645879e+18       2.265428184579e+26       1.224135257953e+25       0.000000000000e+00       5.461338645879e+18       2.265428184579e+26       7.551417757916e+25      -1.650947186815e+30       1.280567587394e-04       9.005681691478e-02 
       2.577134266503e+09       1.110527564102e-16       1.756281671987e-04       1.473303340698e+13       1.382826115671e+04       5.365751148896e-06       3.563728568694e+13       1.013989626102e-04       1.213744443248e+26       4.262693878552e+19       2.287388106127e+20       4.191249637826e-08       8.390793452656e+25       1.177961782688e+25       5.327140752233e+18       2.170622733711e+26       1.177961782688e+25       0.000000000000e+00       5.327140752233e+18       2.170622733711e+26       7.235399889273e+25      -1.564752075522e+30       1.281807124894e-04       8.995867409547e-02 
       2.549581051335e+09       1.134579538373e-16       1.775184264261e-04       1.442145766281e+13       1.382826115482e+04       5.423738595075e-06       3.525627262707e+13       1.024903046362e-04       1.162664370041e+26       4.127427724745e+19       2.214803444832e+20       4.191249637826e-08       8.037669410601e+25       1.133504205940e+25       5.196009340102e+18       2.079784411202e+26       1.133504205940e+25       0.000000000000e+00       5.196009340102e+18       2.079784411202e+26       6.932605772318e+25      -1.483057036575e+30       1.283046510119e-04       8.986074107511e-02 
       2.522322419059e+09       1.159151158045e-16       1.794288800738e-04       1.411646831261e+13       1.382826115291e+04       5.482352709130e-06       3.487933313642e+13       1.035933051384e-04       1.113733986494e+26       3.996453911155e+19       2.144522080053e+20       4.191249637826e-08       7.699406488627e+25       1.090695460071e+25       5.067861330863e+18       1.992746776210e+26       1.090695460071e+25       0.000000000000e+00       5.067861330863e+18       1.992746776210e+26       6.642480604547e+25      -1.405626977731e+30       1.284285743273e-04       8.976302737525e-02 
       2.495355220167e+09       1.184253656610e-16       1.813597427827e-04       1.381792460294e+13       1.382826115098e+04       5.541600263433e-06       3.450642366276e+13       1.047080889490e-04       1.066862823558e+26       3.869636230874e+19       2.076470922314e+20       4.191249637826e-08       7.375379260925e+25       1.049471408140e+25       4.942616707625e+18       1.909350403325e+26       1.049471408140e+25       0.000000000000e+00       4.942616707625e+18       1.909350403325e+26       6.364492968215e+25      -1.332239103043e+30       1.285524824696e-04       8.966554257729e-02 
       2.468676338824e+09       1.209898513501e-16       1.833112328313e-04       1.352568884133e+13       1.382826114903e+04       5.601488103546e-06       3.413750111951e+13       1.058347823699e-04       1.021964219546e+26       3.746842799186e+19       2.010579201455e+20       4.191249637826e-08       7.064988622542e+25       1.009770710598e+25       4.820198425530e+18       1.829442586326e+26       1.009770710598e+25       0.000000000000e+00       4.820198425530e+18       1.829442586326e+26       6.098133842868e+25      -1.262682269092e+30       1.286763754874e-04       8.956829629292e-02 
       2.442282692505e+09       1.236097459605e-16       1.852835721365e-04       1.323962633307e+13       1.382826114706e+04       5.662023149011e-06       3.377252288073e+13       1.069735131930e-04       9.789551599053e+25       3.627945916416e+19       1.946778393034e+20       4.191249637826e-08       6.767660681682e+25       9.715346974148e+24       4.700532323221e+18       1.752877054393e+26       9.715346974148e+24       0.000000000000e+00       4.700532323221e+18       1.752877054393e+26       5.842915659383e+25      -1.196756374939e+30       1.288002534435e-04       8.947129813317e-02 
       2.416171231646e+09       1.262862482920e-16       1.872769862530e-04       1.295960531901e+13       1.382826114506e+04       5.723212394148e-06       3.341144677622e+13       1.081244107212e-04       9.377561237228e+25       3.512821935123e+19       1.885002147063e+20       4.191249637826e-08       6.482845698611e+25       9.347072454166e+24       4.583547035345e+18       1.679513700245e+26       9.347072454166e+24       0.000000000000e+00       4.583547035345e+18       1.679513700245e+26       5.598371393752e+25      -1.134271783998e+30       1.289241164151e-04       8.937455767644e-02 
       2.390338939284e+09       1.290205834358e-16       1.892916989163e-04       1.268549691458e+13       1.382826114305e+04       5.785062908864e-06       3.305423108664e+13       1.092876057891e-04       8.982909367009e+25       3.401351131516e+19       1.825186219010e+20       4.191249637826e-08       6.210017069229e+25       8.992346606244e+24       4.469173905941e+18       1.609218319699e+26       8.992346606244e+24       0.000000000000e+00       4.469173905941e+18       1.609218319699e+26       5.364053698954e+25      -1.075048776179e+30       1.290479644939e-04       8.927808443555e-02 
       2.364782830711e+09       1.318140033623e-16       1.913279411383e-04       1.241717504983e+13       1.382826114101e+04       5.847581839473e-06       3.270083453868e+13       1.104632307832e-04       8.604866303145e+25       3.293417580946e+19       1.767268402986e+20       4.191249637826e-08       5.948670351414e+25       8.650655654074e+24       4.357346902628e+18       1.541862362180e+26       8.650655654074e+24       0.000000000000e+00       4.357346902628e+18       1.541862362180e+26       5.139534073322e+25      -1.018917028718e+30       1.291717977858e-04       8.918188782394e-02 
       2.339499953133e+09       1.346677875252e-16       1.933859457495e-04       1.215451641044e+13       1.382826113895e+04       5.910776409516e-06       3.235121630032e+13       1.116514196627e-04       8.242733068970e+25       3.188909037347e+19       1.711188467052e+20       4.191249637826e-08       5.698322332338e+25       8.321507902663e+24       4.248002531468e+18       1.477322691717e+26       8.321507902663e+24       0.000000000000e+00       4.248002531468e+18       1.477322691717e+26       4.924402063858e+25      -9.657151241784e+29       1.292956164109e-04       8.908597712138e-02 
       2.314487385323e+09       1.375832434718e-16       1.954659455805e-04       1.189740037986e+13       1.382826113687e+04       5.974653920600e-06       3.200533597608e+13       1.128523079793e-04       7.895840104041e+25       3.087716816510e+19       1.656888090583e+20       4.191249637826e-08       5.458510135044e+25       8.004432700770e+24       4.141079752414e+18       1.415481357987e+26       8.004432700770e+24       0.000000000000e+00       4.141079752414e+18       1.415481357987e+26       4.718264503054e+25      -9.152900842242e+29       1.294194205034e-04       8.899036143912e-02 
       2.289742237287e+09       1.405617074763e-16       1.975681789190e-04       1.164570898224e+13       1.382826113477e+04       6.039221753239e-06       3.166315360235e+13       1.140660328974e-04       7.563546026170e+25       2.989735683050e+19       1.604310803617e+20       4.191249637826e-08       5.228790362610e+25       7.698979446368e+24       4.036519895293e+18       1.356225376991e+26       7.698979446368e+24       0.000000000000e+00       4.036519895293e+18       1.356225376991e+26       4.520744777806e+25      -8.674969277949e+29       1.295432102115e-04       8.889504968506e-02 
       2.265261649928e+09       1.436045451792e-16       1.996928858716e-04       1.139932682642e+13       1.382826113265e+04       6.104487367710e-06       3.132462964280e+13       1.152927332137e-04       7.245236445545e+25       2.894863740971e+19       1.553401928127e+20       4.191249637826e-08       5.008738278344e+25       7.404716633631e+24       3.934266576231e+18       1.299446520956e+26       7.404716633631e+24       0.000000000000e+00       3.934266576231e+18       1.299446520956e+26       4.331482129084e+25      -8.221982524218e+29       1.296669856968e-04       8.880005052894e-02 
       2.241042794719e+09       1.467131522407e-16       2.018403120019e-04       1.115814105071e+13       1.382826113050e+04       6.170458304909e-06       3.098972498382e+13       1.165325493761e-04       6.940322828766e+25       2.803002327698e+19       1.504108521159e+20       4.191249637826e-08       4.797947020470e+25       7.121230940051e+24       3.834265614507e+18       1.245041117075e+26       7.121230940051e+24       0.000000000000e+00       3.834265614507e+18       1.245041117075e+26       4.150130981080e+25      -7.792638374676e+29       1.297907471346e-04       8.870537236776e-02 
       2.217082873371e+09       1.498889550095e-16       2.040106992354e-04       1.092204126860e+13       1.382826112833e+04       6.237142187231e-06       3.065840092995e+13       1.177856235037e-04       6.648241410687e+25       2.714055911469e+19       1.456379319776e+20       4.191249637826e-08       4.596026849870e+25       6.848126352386e+24       3.736464949791e+18       1.192909854729e+26       6.848126352386e+24       0.000000000000e+00       3.736464949791e+18       1.192909854729e+26       3.976360298598e+25      -7.385702681459e+29       1.299144947129e-04       8.861102329192e-02 
       2.193379117516e+09       1.531334111982e-16       2.062043004116e-04       1.069091951527e+13       1.382826112614e+04       6.304546719443e-06       3.033061919946e+13       1.190520994045e-04       6.368452152049e+25       2.627931991990e+19       1.410164687742e+20       4.191249637826e-08       4.402604429478e+25       6.585023330195e+24       3.640814559767e+18       1.142957600821e+26       6.585023330195e+24       0.000000000000e+00       3.640814559767e+18       1.142957600821e+26       3.809852971516e+25      -7.000005792309e+29       1.300382286323e-04       8.851701105203e-02 
       2.169928788382e+09       1.564480105850e-16       2.084213665512e-04       1.046467019500e+13       1.382826112392e+04       6.372679689576e-06       3.000634191988e+13       1.203321225946e-04       6.100437740986e+25       2.544541004237e+19       1.365416563908e+20       4.191249637826e-08       4.217322134010e+25       6.331558005821e+24       3.547266378141e+18       1.095093222901e+26       6.331558005821e+24       0.000000000000e+00       3.547266378141e+18       1.095093222901e+26       3.650305225193e+25      -6.634439174311e+29       1.301619491057e-04       8.842334302702e-02 
       2.146729176477e+09       1.598342757188e-16       2.106621523126e-04       1.024319002924e+13       1.382826112168e+04       6.441548969830e-06       2.968553162367e+13       1.216258403152e-04       5.843702636546e+25       2.463796225312e+19       1.322088412226e+20       4.191249637826e-08       4.039837388734e+25       6.087381419715e+24       3.455774213061e+18       1.049229419751e+26       6.087381419715e+24       0.000000000000e+00       3.455774213061e+18       1.049229419751e+26       3.497426055751e+25      -6.287952214481e+29       1.302856563576e-04       8.833002619353e-02 
