# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_idr            15:(.)rho_idm_dr         16:(.)rho_crit           17:(.)rho_g_twin         18:(.)rho_ur_twin        19:(.)rho_b_twin         20:(.)rho_tot            21:(.)p_tot              22:(.)p_tot_prime        23:gr.fac. D             24:gr.fac. f          
       8.980856820338e+13       9.155755156099e-26       5.042238626629e-09       1.781154991704e+22       1.382826133234e+04       1.539748557289e-10       1.241896350999e+18       2.911088664449e-09       1.789988176302e+44       1.803957601300e+33       9.680148935709e+33       4.191249637826e-08       1.237445094279e+44       1.450798337762e+43       1.088676690800e+32       3.172513104473e+44       1.450798337762e+43       0.000000000000e+00       1.088676690800e+32       3.172513104473e+44       1.057504368119e+44      -8.005662102285e+52       7.036363196609e-06       1.646118170581e+00 
       8.884838741853e+13       9.354716192912e-26       5.096808308735e-09       1.743272450249e+22       1.382826133233e+04       1.556388555168e-10       1.228618720180e+18       2.942548677280e-09       1.714657057307e+44       1.746713423485e+33       9.372973109315e+33       4.191249637826e-08       1.185367586236e+44       1.389741921402e+43       1.054130203509e+32       3.038998835796e+44       1.389741921402e+43       0.000000000000e+00       1.054130203509e+32       3.038998835796e+44       1.012999611895e+44      -7.586756440597e+52       7.160865250477e-06       1.617498012768e+00 
       8.789847232612e+13       9.558000795448e-26       5.151377990842e-09       1.706195614615e+22       1.382826133233e+04       1.573208380804e-10       1.215483046039e+18       2.974348677163e-09       1.642496226007e+44       1.691285749500e+33       9.075544755708e+33       4.191249637826e-08       1.135481744601e+44       1.331255046148e+43       1.020679964373e+32       2.911103475331e+44       1.331255046148e+43       0.000000000000e+00       1.020679964373e+32       2.911103475331e+44       9.703678250742e+43      -7.189770509112e+52       7.285367304341e-06       1.589856053652e+00 
       8.695871317136e+13       9.765702915824e-26       5.207766662352e-09       1.669907348628e+22       1.382826133233e+04       1.590209977588e-10       1.202487810857e+18       3.006492338309e-09       1.573372261788e+44       1.637616937045e+33       8.787554562703e+33       4.191249637826e-08       1.087695333746e+44       1.275229573628e+43       9.882911866446e+31       2.788590553002e+44       1.275229573628e+43       0.000000000000e+00       9.882911866446e+31       2.788590553002e+44       9.295301842988e+43      -6.813557332233e+52       7.409869358201e-06       1.563142985593e+00 
       8.602900137289e+13       9.977918547002e-26       5.264155333862e-09       1.634390880573e+22       1.382826133233e+04       1.607395309914e-10       1.189631513144e+18       3.038983374622e-09       1.507157359005e+44       1.585651172954e+33       8.508703033382e+33       4.191249637826e-08       1.041919999751e+44       1.221561916440e+43       9.569301874437e+31       2.671233550502e+44       1.221561916440e+43       0.000000000000e+00       9.569301874437e+31       2.671233550502e+44       8.904111834666e+43      -6.457029951203e+52       7.534371412058e-06       1.537312760099e+00 
       8.510922951025e+13       1.019474577046e-25       5.320544005372e-09       1.599629795447e+22       1.382826133233e+04       1.624766363402e-10       1.176912667461e+18       3.071825540167e-09       1.443729090674e+44       1.535334415158e+33       8.238700174627e+33       4.191249637826e-08       9.980711070464e+43       1.170152846630e+43       9.265643527362e+31       2.558815482482e+44       1.170152846630e+43       0.000000000000e+00       9.265643527362e+31       2.558815482482e+44       8.529384941278e+43      -6.119158283661e+52       7.658873465910e-06       1.512322322912e+00 
       8.419929131143e+13       1.041628480290e-25       5.378751666285e-09       1.565608027367e+22       1.382826133233e+04       1.642325145135e-10       1.164329804252e+18       3.105022629615e-09       1.382970182115e+44       1.486614336480e+33       7.977265195541e+33       4.191249637826e-08       9.560675819248e+43       1.120907312219e+43       8.971621034138e+31       2.451128495357e+44       1.120907312219e+43       0.000000000000e+00       8.971621034138e+31       2.451128495357e+44       8.170428317538e+43      -5.798966147511e+52       7.783375519757e-06       1.488131374523e+00 
       8.329908164066e+13       1.064263802875e-25       5.436959327199e-09       1.532309852150e+22       1.382826133233e+04       1.660073683884e-10       1.151881469670e+18       3.138578478550e-09       1.324768294116e+44       1.439440270216e+33       7.724126215441e+33       4.191249637826e-08       9.158317626413e+43       1.073734261465e+43       8.686928624542e+31       2.347973482996e+44       1.073734261465e+43       0.000000000000e+00       8.686928624542e+31       2.347973482996e+44       7.826578276346e+43      -5.495528440531e+52       7.907877573598e-06       1.464702153378e+00 
       8.240849648618e+13       1.087391006749e-25       5.495166988112e-09       1.499719880042e+22       1.382826133233e+04       1.678014030344e-10       1.139566225416e+18       3.172496964107e-09       1.269015815230e+44       1.393763157448e+33       7.479019981109e+33       4.191249637826e-08       8.772892558222e+43       1.028546474510e+43       8.411270231218e+31       2.249159718593e+44       1.028546474510e+43       0.000000000000e+00       8.411270231218e+31       2.249159718593e+44       7.497199061678e+43      -5.207968467559e+52       8.032379627439e-06       1.441999239091e+00 
       8.152743294829e+13       1.111020780953e-25       5.555193638429e-09       1.467823048606e+22       1.382826133233e+04       1.696148257373e-10       1.127382648563e+18       3.206782005292e-09       1.215609662805e+44       1.349535496021e+33       7.241691593026e+33       4.191249637826e-08       8.403687989172e+43       9.852604021186e+42       8.144359181785e+31       2.154504502020e+44       9.852604021186e+42       0.000000000000e+00       8.144359181785e+31       2.154504502020e+44       7.181681673112e+43      -4.935455407536e+52       8.156881681281e-06       1.419989373846e+00 
       8.065578922741e+13       1.135164046845e-25       5.615220288746e-09       1.436604615763e+22       1.382826133233e+04       1.714478460231e-10       1.115329331402e+18       3.241437563480e-09       1.164451092389e+44       1.306711291147e+33       7.011894240284e+33       4.191249637826e-08       8.050021284391e+43       9.437960111990e+42       7.885917900706e+31       2.063832822032e+44       9.437960111990e+42       0.000000000000e+00       7.885917900706e+31       2.063832822032e+44       6.879442739826e+43      -4.677201913089e+52       8.281383735124e-06       1.398641299792e+00 
       7.979346461238e+13       1.159831963051e-25       5.675246939063e-09       1.406050152974e+22       1.382826133233e+04       1.733006756820e-10       1.103404881272e+18       3.276467642836e-09       1.115445515164e+44       1.265246007567e+33       6.789388943914e+33       4.191249637826e-08       7.711238537489e+43       9.040766368291e+42       7.635677620624e+31       1.976977032678e+44       9.040766368291e+42       0.000000000000e+00       7.635677620624e+31       1.976977032678e+44       6.589923441987e+43      -4.432461835719e+52       8.405885788971e-06       1.377925610978e+00 
       7.894035946874e+13       1.185035930607e-25       5.737092578784e-09       1.376145538574e+22       1.382826133233e+04       1.751735287931e-10       1.091607920402e+18       3.311876290798e-09       1.068502323054e+44       1.225096523241e+33       6.573944308360e+33       4.191249637826e-08       7.386713361536e+43       8.660288405072e+42       7.393378102857e+31       1.893776543337e+44       8.660288405072e+42       0.000000000000e+00       7.393378102857e+31       1.893776543337e+44       6.312588477528e+43      -4.200528070024e+52       8.530387842820e-06       1.357814618182e+00 
       7.809637522728e+13       1.210787598151e-25       5.798938218504e-09       1.346876951246e+22       1.382826133233e+04       1.770666217490e-10       1.079937085751e+18       3.347667598529e-09       1.023534721195e+44       1.186221084502e+33       6.365336280839e+33       4.191249637826e-08       7.075845730907e+43       8.295822743688e+42       7.158767366760e+31       1.814077521799e+44       8.295822743688e+42       0.000000000000e+00       7.158767366760e+31       1.814077521799e+44       6.046925072408e+43      -3.980730510723e+52       8.654889896671e-06       1.338282225443e+00 
       7.726141437266e+13       1.237098867704e-25       5.860783858225e-09       1.318230863632e+22       1.382826133233e+04       1.789801732807e-10       1.068391028851e+18       3.383845701422e-09       9.804595674597e+43       1.148579262631e+33       6.163347918333e+33       4.191249637826e-08       6.778060871876e+43       7.946695511184e+42       6.931601427676e+31       1.737732609833e+44       7.946695511184e+42       0.000000000000e+00       6.931601427676e+31       1.737732609833e+44       5.792442032531e+43      -3.772434116576e+52       8.779391950525e-06       1.319303817088e+00 
       7.643538043208e+13       1.263981899598e-25       5.924448487349e-09       1.290194036081e+22       1.382826133233e+04       1.809144044834e-10       1.056968415651e+18       3.420414779541e-09       9.391972187335e+43       1.112131911819e+33       5.967769161979e+33       4.191249637826e-08       6.492808199900e+43       7.612261194347e+42       6.711644043205e+31       1.664600650739e+44       7.612261194347e+42       0.000000000000e+00       6.711644043205e+31       1.664600650739e+44       5.548668835557e+43      -3.575037075625e+52       8.903894004380e-06       1.300856154230e+00 
       7.561817796419e+13       1.291449118741e-25       5.988113116473e-09       1.262753510528e+22       1.382826133233e+04       1.828695388413e-10       1.045667926364e+18       3.457379058147e-09       8.996713836576e+43       1.076841128449e+33       5.778396618619e+33       4.191249637826e-08       6.219560301621e+43       7.291901446198e+42       6.498666467520e+31       1.594546428351e+44       7.291901446198e+42       0.000000000000e+00       6.498666467520e+31       1.594546428351e+44       5.315154760939e+43      -3.387969066426e+52       9.028396058236e-06       1.282917279847e+00 
       7.480971254804e+13       1.319513220242e-25       6.053596735001e-09       1.235896604509e+22       1.382826133233e+04       1.848458022540e-10       1.034488255311e+18       3.494742808165e-09       8.618089815724e+43       1.042670211687e+33       5.595033349278e+33       4.191249637826e-08       5.957811959714e+43       6.985023942702e+42       6.292447213483e+31       1.527440417038e+44       6.985023942702e+42       0.000000000000e+00       6.292447213483e+31       1.527440417038e+44       5.091468056569e+43      -3.210689610275e+52       9.152898112095e-06       1.265466431599e+00 
       7.400989077217e+13       1.348187174543e-25       6.119080353528e-09       1.209610905298e+22       1.382826133233e+04       1.868434230622e-10       1.023428110775e+18       3.532510346661e-09       8.255400073962e+43       1.009583625307e+33       5.417488664359e+33       4.191249637826e-08       5.707079218778e+43       6.691061287609e+42       6.092771822308e+31       1.463158542215e+44       6.691061287609e+42       0.000000000000e+00       6.092771822308e+31       1.463158542215e+44       4.877195140500e+43      -3.042686509651e+52       9.277400165957e-06       1.248483961651e+00 
       7.321862022383e+13       1.377484234361e-25       6.184563972056e-09       1.183884264166e+22       1.382826133233e+04       1.888626320745e-10       1.012486214848e+18       3.570686037368e-09       7.907974021903e+43       9.775469607398e+32       5.245577925329e+33       4.191249637826e-08       5.466898490527e+43       6.409469963369e+42       5.899432640533e+31       1.401581950939e+44       6.409469963369e+42       0.000000000000e+00       5.899432640533e+31       1.401581950939e+44       4.671939836256e+43      -2.883474368366e+52       9.401902219821e-06       1.231951262899e+00 
       7.243580947828e+13       1.407417940258e-25       6.251866579987e-09       1.158704790773e+22       1.382826133233e+04       1.909036625936e-10       1.001661303285e+18       3.609274291171e-09       7.575169291715e+43       9.465269012863e+32       5.079122352710e+33       4.191249637826e-08       5.236825696652e+43       6.139729326205e+42       5.712228604071e+31       1.342596792160e+44       6.139729326205e+42       0.000000000000e+00       5.712228604071e+31       1.342596792160e+44       4.475322640329e+43      -2.732593189161e+52       9.526404273687e-06       1.215850700955e+00 
       7.166136808825e+13       1.438002126551e-25       6.319169187918e-09       1.134060847667e+22       1.382826133233e+04       1.929667504436e-10       9.909521253569e+17       3.648279566606e-09       7.256370549422e+43       9.164911874726e+32       4.917948840153e+33       4.191249637826e-08       5.016435447747e+43       5.881340643481e+42       5.530965029110e+31       1.286094006211e+44       5.881340643481e+42       0.000000000000e+00       5.530965029110e+31       1.286094006211e+44       4.286980020506e+43      -2.589607044670e+52       9.650906327555e-06       1.200165551394e+00 
       7.089520657347e+13       1.469250929284e-25       6.386471795850e-09       1.109941044908e+22       1.382826133233e+04       1.950521339973e-10       9.803574437078e+17       3.687706370434e-09       6.950988357200e+43       8.874085834999e+32       4.761889774412e+33       4.191249637826e-08       4.805320256793e+43       5.633826171574e+42       5.355453409655e+31       1.231969123172e+44       5.633826171574e+42       0.000000000000e+00       5.355453409655e+31       1.231969123172e+44       4.106563743717e+43      -2.454102817940e+52       9.775408381425e-06       1.184879941840e+00 
       7.013723641037e+13       1.501178790025e-25       6.455593393184e-09       1.086334234804e+22       1.382826133233e+04       1.971600542032e-10       9.698760342102e+17       3.727559258050e-09       6.658458083535e+43       8.592488447607e+32       4.610782861041e+33       4.191249637826e-08       4.603089785739e+43       5.396728272559e+42       5.185511221484e+31       1.180122069708e+44       5.396728272559e+42       0.000000000000e+00       5.185511221484e+31       1.180122069708e+44       3.933740232177e+43      -2.325689008846e+52       9.899910435298e-06       1.169978798337e+00 
       6.938737002177e+13       1.533800466276e-25       6.526533979923e-09       1.063229506758e+22       1.382826133233e+04       1.992907546142e-10       9.595066858244e+17       3.767842834171e-09       6.378238859265e+43       8.319826863865e+32       4.464470955607e+33       4.191249637826e-08       4.409370123796e+43       5.169608568068e+42       5.020961732335e+31       1.130456984040e+44       5.169608568068e+42       0.000000000000e+00       5.020961732335e+31       1.130456984040e+44       3.768189946623e+43      -2.203994602967e+52       1.002441248917e-05       1.155447795829e+00 
       6.864552076686e+13       1.567131033917e-25       6.597474566661e-09       1.040616182223e+22       1.382826133233e+04       2.014444814149e-10       9.492482004583e+17       3.808561753176e-09       6.109812577545e+43       8.055817527920e+32       4.322801900275e+33       4.191249637826e-08       4.223803096099e+43       4.952047128754e+42       4.861633818112e+31       1.082882038704e+44       4.952047128754e+42       0.000000000000e+00       4.861633818112e+31       1.082882038704e+44       3.609606795506e+43      -2.088667999647e+52       1.014891454306e-05       1.141273312160e+00 
       6.791160293113e+13       1.601185898922e-25       6.668415153399e-09       1.018483809771e+22       1.382826133233e+04       2.036214834504e-10       9.390993928293e+17       3.849720719850e-09       5.852682935902e+43       7.800185881873e+32       4.185628365562e+33       4.191249637826e-08       4.046045601464e+43       4.743641697873e+42       4.707361784923e+31       1.037309270766e+44       4.743641697873e+42       0.000000000000e+00       4.707361784923e+31       1.037309270766e+44       3.457697569051e+43      -1.979375996146e+52       1.027341659694e-05       1.127442385544e+00 
       6.718553171646e+13       1.635980799643e-25       6.739355740137e-09       9.968221602606e+21       1.382826133233e+04       2.058220122554e-10       9.290590903270e+17       3.891324489723e-09       5.606374518605e+43       7.552666080245e+32       4.052807697129e+33       4.191249637826e-08       3.875768978021e+43       4.544006947537e+42       4.557985196767e+31       9.936544191865e+43       4.544006947537e+42       0.000000000000e+00       4.557985196767e+31       9.936544191865e+43       3.312181397127e+43      -1.875802824949e+52       1.039791865083e-05       1.113942674972e+00 
       6.646722323137e+13       1.671531818540e-25       6.812115316279e-09       9.756212221084e+21       1.382826133233e+04       2.080463220826e-10       9.191261328780e+17       3.933377869802e-09       5.370431917652e+43       7.313000713516e+32       3.924201767422e+33       4.191249637826e-08       3.712658395534e+43       4.352773766264e+42       4.413348708685e+31       9.518367690282e+43       4.352773766264e+42       0.000000000000e+00       4.413348708685e+31       9.518367690282e+43       3.172789229937e+43      -1.777649241446e+52       1.052242070472e-05       1.100762423537e+00 
       6.575659448129e+13       1.707855385989e-25       6.886693881825e-09       9.548711966628e+21       1.382826133233e+04       2.102946699326e-10       9.092993728116e+17       3.975885718984e-09       5.144418890750e+43       7.080940540422e+32       3.799676832026e+33       4.191249637826e-08       3.556412273305e+43       4.169588576524e+42       4.273301905211e+31       9.117790022163e+43       4.169588576524e+42       0.000000000000e+00       4.273301905211e+31       9.117790022163e+43       3.039263340569e+43      -1.684631659353e+52       1.064692275862e-05       1.087890424244e+00 
       6.505356335897e+13       1.744968290224e-25       6.961272447370e-09       9.345624936752e+21       1.382826133233e+04       2.125673155831e-10       8.995776747273e+17       4.018852948704e-09       4.927917554735e+43       6.856244228764e+32       3.679103390578e+33       4.191249637826e-08       3.406741722570e+43       3.994112680987e+42       4.137699143944e+31       8.734070545845e+43       3.994112680987e+42       0.000000000000e+00       4.137699143944e+31       8.734070545845e+43       2.911356848468e+43      -1.596481331371e+52       1.077142481252e-05       1.075315988248e+00 
       6.435804863501e+13       1.782887684280e-25       7.035851012915e-09       9.146857268674e+21       1.382826133233e+04       2.148645216196e-10       8.899599153639e+17       4.062284523478e-09       4.720527612930e+43       6.638678104429e+32       3.562356052092e+33       4.191249637826e-08       3.263370012362e+43       3.826021636303e+42       4.006399404089e+31       8.366499789349e+43       3.826021636303e+42       0.000000000000e+00       4.006399404089e+31       8.366499789349e+43       2.788833262974e+43      -1.512943572718e+52       1.089592686642e-05       1.063028915254e+00 
       6.366996994847e+13       1.821631093216e-25       7.112248567864e-09       8.952317095934e+21       1.382826133233e+04       2.171865534651e-10       8.804449834692e+17       4.106185461441e-09       4.521865615026e+43       6.428015908379e+32       3.449313404559e+33       4.191249637826e-08       3.126032057854e+43       3.665004653221e+42       3.879266139802e+31       8.014398138615e+43       3.665004653221e+42       0.000000000000e+00       3.879266139802e+31       8.014398138615e+43       2.671466046067e+43      -1.433777025292e+52       1.102042892032e-05       1.051019465900e+00 
       6.298924779757e+13       1.861216424321e-25       7.188646122813e-09       8.761914505937e+21       1.382826133233e+04       2.195336794110e-10       8.710317796719e+17       4.150560835015e-09       4.331564248103e+43       6.224038561352e+32       3.339857888680e+33       4.191249637826e-08       2.994473930236e+43       3.510764021965e+42       3.756167138183e+31       7.677114580935e+43       3.510764021965e+42       0.000000000000e+00       3.756167138183e+31       7.677114580935e+43       2.559038193512e+43      -1.358752960339e+52       1.114493097424e-05       1.039278336044e+00 
       6.231580353053e+13       1.901661971978e-25       7.266862667166e-09       8.575561498397e+21       1.382826133233e+04       2.219061706483e-10       8.617192163545e+17       4.195415771361e-09       4.149271657499e+43       6.026533936032e+32       3.233875675617e+33       4.191249637826e-08       2.868452387215e+43       3.363014561785e+42       3.636974381790e+31       7.354025501279e+43       3.363014561785e+42       0.000000000000e+00       3.636974381790e+31       7.354025501279e+43       2.451341833631e+43      -1.287654617601e+52       1.126943302816e-05       1.027796632681e+00 
       6.164955933647e+13       1.942986430703e-25       7.345079211518e-09       8.393171944664e+21       1.382826133233e+04       2.243043012986e-10       8.525062175279e+17       4.240755453145e-09       3.974650796248e+43       5.835296636442e+32       3.131256548606e+33       4.191249637826e-08       2.747734423279e+43       3.221483093680e+42       3.521563915495e+31       7.044533529269e+43       3.221483093680e+42       0.000000000000e+00       3.521563915495e+31       7.044533529269e+43       2.348177842965e+43      -1.220276579060e+52       1.139393508208e-05       1.016565851529e+00 
       6.099043823641e+13       1.985208898259e-25       7.425114745274e-09       8.214661547916e+21       1.382826133233e+04       2.267283484459e-10       8.433917187066e+17       4.286585118933e-09       3.807378801907e+43       5.650127784345e+32       3.031893788347e+33       4.191249637826e-08       2.632096838881e+43       3.085907935303e+42       3.409815717588e+31       6.748066434682e+43       3.085907935303e+42       0.000000000000e+00       3.409815717588e+31       6.748066434682e+43       2.249355478106e+43      -1.156424175433e+52       1.151843713600e-05       1.005577855966e+00 
       6.033836407438e+13       2.028348890721e-25       7.505150279030e-09       8.039947804203e+21       1.382826133233e+04       2.291785921688e-10       8.343746667860e+17       4.332910064023e-09       3.647146399602e+43       5.470834812417e+32       2.935684062014e+33       4.191249637826e-08       2.521325827764e+43       2.956038417132e+42       3.301613574951e+31       6.464076069431e+43       2.956038417132e+42       0.000000000000e+00       3.301613574951e+31       6.464076069431e+43       2.154692023026e+43      -1.095912923737e+52       1.164293918993e-05       9.948248574329e-01 
       5.969326150864e+13       2.072426345020e-25       7.585185812786e-09       7.868949964310e+21       1.382826133233e+04       2.316553155724e-10       8.254540199208e+17       4.379735640822e-09       3.493657330200e+43       5.297231263987e+32       2.842527315793e+33       4.191249637826e-08       2.415216581641e+43       2.831634418998e+42       3.196844962205e+31       6.192037354081e+43       2.831634418998e+42       0.000000000000e+00       3.196844962205e+31       6.192037354081e+43       2.064012451247e+43      -1.038567994278e+52       1.176744124386e-05       9.842993969589e-01 
       5.905505600295e+13       2.117461633931e-25       7.667040335946e-09       7.701588996439e+21       1.382826133233e+04       2.341588048217e-10       8.166287474044e+17       4.427067259675e-09       3.346627802545e+43       5.129136599130e+32       2.752326670837e+33       4.191249637826e-08       2.313572911521e+43       2.712465926118e+42       3.095400924689e+31       5.931447307007e+43       2.712465926118e+42       0.000000000000e+00       3.095400924689e+31       5.931447307007e+43       1.977149102226e+43      -9.842237055290e+51       1.189194329779e-05       9.739943279609e-01 
       5.842367381797e+13       2.163475571352e-25       7.750713848509e-09       7.537787549683e+21       1.382826133233e+04       2.366893491740e-10       8.078978295499e+17       4.474910389338e-09       3.205785968747e+43       4.966376006913e+32       2.664988322508e+33       4.191249637826e-08       2.216206884969e+43       2.598312603810e+42       2.997175965151e+31       5.681824114416e+43       2.598312603810e+42       0.000000000000e+00       2.997175965151e+31       5.681824114416e+43       1.893941371366e+43      -9.327230454456e+51       1.201644535173e-05       9.639028000250e-01 
       5.779904200274e+13       2.210489423944e-25       7.834387361072e-09       7.377469918275e+21       1.382826133233e+04       2.392472410127e-10       7.992602575723e+17       4.523270557685e-09       3.070871421555e+43       4.808780223600e+32       2.580421442831e+33       4.191249637826e-08       2.122938478630e+43       2.488963390113e+42       2.902067934035e+31       5.442706239505e+43       2.488963390113e+42       0.000000000000e+00       2.902067934035e+31       5.442706239505e+43       1.814235413065e+43      -8.839172178214e+51       1.214094740567e-05       9.540182437369e-01 
       5.718108838624e+13       2.258524921158e-25       7.919879863039e-09       7.220562006596e+21       1.382826133233e+04       2.418327758808e-10       7.907150334721e+17       4.572153352351e-09       2.941634712878e+43       4.656185356627e+32       2.498538086035e+33       4.191249637826e-08       2.033595245378e+43       2.384216105548e+42       2.809977923254e+31       5.213651569110e+43       2.384216105548e+42       0.000000000000e+00       2.809977923254e+31       5.213651569110e+43       1.737883856270e+43      -8.376652123865e+51       1.226544945961e-05       9.443343564228e-01 
       5.656974156908e+13       2.307604263029e-25       8.005372365005e-09       7.066991294934e+21       1.382826133233e+04       2.444462525155e-10       7.822611699197e+17       4.621564421303e-09       2.817836892574e+43       4.508432714155e+32       2.419253097090e+33       4.191249637826e-08       1.948011995474e+43       2.283877079296e+42       2.720810163323e+31       4.994236596267e+43       2.283877079296e+42       0.000000000000e+00       2.720810163323e+31       4.994236596267e+43       1.664745531993e+43      -7.938333973986e+51       1.238995151356e-05       9.348450887293e-01 
