#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_idr             17:theta_idr             18:delta_idm_dr          19:theta_idm_dr          20:delta_cdm             21:theta_cdm          
       7.883399289772e+01       2.009562132387e-04      -1.330911418541e+00       2.325688182475e-05       7.922049663030e-07       1.980512415757e-06       3.821873152651e-11       3.961024831515e-07      -9.981835639060e-01       2.325688183439e-05       5.995080373991e-01       6.675717415636e-01      -1.330911418189e+00       2.324891387436e-05       2.396768611346e-04      -1.330911418190e+00       2.324892181373e-05      -9.981835636426e-01       2.324894587145e-05      -9.981835642641e-01       2.326769374450e-05 
       7.884329015815e+01       2.009828940720e-04      -1.330912338733e+00       2.325936286576e-05       7.924993396293e-07       1.981248349073e-06       3.824310235000e-11       3.962496698146e-07      -9.981842540494e-01       2.325936287810e-05       5.995095431984e-01       6.675715835947e-01      -1.330912338282e+00       2.325139200965e-05       2.397344967624e-04      -1.330912338282e+00       2.325140217767e-05      -9.981842537123e-01       2.325143298568e-05      -9.981842545080e-01       2.327017836996e-05 
       7.886243770933e+01       2.010378450146e-04      -1.330914245060e+00       2.326447257087e-05       7.931058366513e-07       1.982764591628e-06       3.829333386339e-11       3.965529183256e-07      -9.981856837947e-01       2.326447258879e-05       5.995126423044e-01       6.675712554826e-01      -1.330914244405e+00       2.325649572804e-05       2.398532157062e-04      -1.330914244406e+00       2.325651048767e-05      -9.981856833059e-01       2.325655519901e-05      -9.981856844605e-01       2.327529545960e-05 
       7.888158526051e+01       2.010927989403e-04      -1.330916166413e+00       2.326958233284e-05       7.937126570739e-07       1.984281642685e-06       3.834361955965e-11       3.968563285370e-07      -9.981871248099e-01       2.326958235636e-05       5.995157386468e-01       6.675709236464e-01      -1.330916165555e+00       2.326159950003e-05       2.399719606873e-04      -1.330916165556e+00       2.326161885357e-05      -9.981871241696e-01       2.326167746987e-05      -9.981871256830e-01       2.328041260934e-05 
       7.890073281169e+01       2.011477558487e-04      -1.330918102720e+00       2.327469215054e-05       7.943198010578e-07       1.985799502645e-06       3.839395949216e-11       3.971599005289e-07      -9.981885770398e-01       2.327469217966e-05       5.995188322406e-01       6.675705881045e-01      -1.330918101658e+00       2.326670332446e-05       2.400907317057e-04      -1.330918101659e+00       2.326672727425e-05      -9.981885762482e-01       2.326679979713e-05      -9.981885781203e-01       2.328552981804e-05 
       7.891988036288e+01       2.012027157397e-04      -1.330920053909e+00       2.327980202289e-05       7.949272687651e-07       1.987318171913e-06       3.844435371440e-11       3.974636343825e-07      -9.981900404321e-01       2.327980205762e-05       5.995219230997e-01       6.675702488745e-01      -1.330920052644e+00       2.327180720028e-05       2.402095287619e-04      -1.330920052646e+00       2.327183574864e-05      -9.981900394896e-01       2.327192217973e-05      -9.981900417202e-01       2.329064708462e-05 
       7.893902791406e+01       2.012576786130e-04      -1.330922019916e+00       2.328491194891e-05       7.955350603592e-07       1.988837650898e-06       3.849480227990e-11       3.977675301796e-07      -9.981915149374e-01       2.328491198925e-05       5.995250112374e-01       6.675699059728e-01      -1.330922018446e+00       2.327691112648e-05       2.403283518560e-04      -1.330922018450e+00       2.327694427573e-05      -9.981915138441e-01       2.327704461665e-05      -9.981915164332e-01       2.329576440810e-05 
       7.901865480762e+01       2.014862788788e-04      -1.330930353363e+00       2.330616261322e-05       7.980660966488e-07       1.995165241622e-06       3.870518146842e-11       3.990330483244e-07      -9.981977650224e-01       2.330616267701e-05       5.995378246172e-01       6.675684409282e-01      -1.330930351042e+00       2.329813680483e-05       2.408227681700e-04      -1.330930351050e+00       2.329818911225e-05      -9.981977633047e-01       2.329834731610e-05      -9.981977673836e-01       2.331704587015e-05 
       7.909828170119e+01       2.017149307049e-04      -1.330938938255e+00       2.332741413603e-05       8.006027492164e-07       2.001506873041e-06       3.891650526347e-11       4.003013746082e-07      -9.982042036909e-01       2.332741422341e-05       5.995505918721e-01       6.675669135865e-01      -1.330938935080e+00       2.331936328494e-05       2.413176348027e-04      -1.330938935094e+00       2.331943479076e-05      -9.982042013530e-01       2.331965088598e-05      -9.982042069200e-01       2.333832824666e-05 
       7.917790859476e+01       2.019436340847e-04      -1.330947771870e+00       2.334866648244e-05       8.031450306305e-07       2.007862576576e-06       3.912877756027e-11       4.015725153153e-07      -9.982108289024e-01       2.334866659357e-05       5.995633135069e-01       6.675653246279e-01      -1.330947767840e+00       2.334059053184e-05       2.418129517697e-04      -1.330947767862e+00       2.334068127631e-05      -9.982108259484e-01       2.334095529155e-05      -9.982108330017e-01       2.335961150276e-05 
       7.925753548833e+01       2.021723890166e-04      -1.330956852576e+00       2.336991963756e-05       8.056929539267e-07       2.014232384817e-06       3.934200228073e-11       4.028464769633e-07      -9.982176394324e-01       2.336991977258e-05       5.995759897876e-01       6.675636744606e-01      -1.330956847687e+00       2.336181853057e-05       2.423087190864e-04      -1.330956847721e+00       2.336192855398e-05      -9.982176358664e-01       2.336226051809e-05      -9.982176444044e-01       2.338089562358e-05 
       7.933716238190e+01       2.024011955044e-04      -1.330966179838e+00       2.339117360675e-05       8.082465326356e-07       2.020616331589e-06       3.955618337562e-11       4.041232663178e-07      -9.982246348782e-01       2.339117376580e-05       5.995886207398e-01       6.675619632187e-01      -1.330966174087e+00       2.338304728642e-05       2.428049367679e-04      -1.330966174133e+00       2.338317662907e-05      -9.982246307044e-01       2.338356657110e-05      -9.982246407255e-01       2.340218061450e-05 
       7.941678927546e+01       2.026300535573e-04      -1.330975754220e+00       2.341242841581e-05       8.108057808111e-07       2.027014452028e-06       3.977132482663e-11       4.054028904055e-07      -9.982318156651e-01       2.341242859905e-05       5.996012061466e-01       6.675601907607e-01      -1.330975747605e+00       2.340427682513e-05       2.433016048298e-04      -1.330975747666e+00       2.340442552737e-05      -9.982318108876e-01       2.340487347658e-05      -9.982318223900e-01       2.342346650135e-05 
       7.964492246350e+01       2.032860236577e-04      -1.331004568612e+00       2.347332908675e-05       8.181696171558e-07       2.045424042889e-06       4.039306414969e-11       4.090848085779e-07      -9.982534264591e-01       2.347332934010e-05       5.996370073178e-01       6.675547698622e-01      -1.331004559507e+00       2.346510477954e-05       2.447270659377e-04      -1.331004559621e+00       2.346530917118e-05      -9.982534199751e-01       2.346592347624e-05      -9.982534357123e-01       2.348445652165e-05 
       7.987305565154e+01       2.039424171666e-04      -1.331035399440e+00       2.353423691223e-05       8.255804062553e-07       2.063951015638e-06       4.102281155113e-11       4.127902031276e-07      -9.982765495805e-01       2.353423723693e-05       5.996724344171e-01       6.675488494860e-01      -1.331035387823e+00       2.352593941831e-05       2.461562244712e-04      -1.331035388008e+00       2.352619983148e-05      -9.982765414240e-01       2.352698073881e-05      -9.982765613824e-01       2.354545415749e-05 
       8.010118883958e+01       2.045992338677e-04      -1.331068173174e+00       2.359515087130e-05       8.330383919618e-07       2.082595979904e-06       4.166065677698e-11       4.165191959809e-07      -9.983011298804e-01       2.359515126859e-05       5.997075015649e-01       6.675424480156e-01      -1.331068159020e+00       2.358677971889e-05       2.475890807939e-04      -1.331068159294e+00       2.358709648643e-05      -9.983011200855e-01       2.358804424708e-05      -9.983011442515e-01       2.360645838856e-05 
       8.032932202762e+01       2.052564738657e-04      -1.331102881536e+00       2.365607115435e-05       8.405438509816e-07       2.101359627454e-06       4.230669165267e-11       4.202719254908e-07      -9.983271611524e-01       2.365607162548e-05       5.997422085591e-01       6.675355675203e-01      -1.331102864826e+00       2.364762587006e-05       2.490256352399e-04      -1.331102865204e+00       2.364799932552e-05      -9.983271497533e-01       2.364911419512e-05      -9.983271781135e-01       2.366746940583e-05 
       8.055745521566e+01       2.059141373361e-04      -1.331139531021e+00       2.371699822696e-05       8.480970664082e-07       2.120242666020e-06       4.296100875289e-11       4.240485332041e-07      -9.983546482663e-01       2.371699877321e-05       5.997765519878e-01       6.675282063772e-01      -1.331139511730e+00       2.370847833579e-05       2.504658881498e-04      -1.331139512231e+00       2.370890881346e-05      -9.983546352970e-01       2.371019105218e-05      -9.983546678379e-01       2.372848767553e-05 
       8.078558840370e+01       2.065722240449e-04      -1.331178046509e+00       2.377793101478e-05       8.556982520737e-07       2.139245630184e-06       4.362369740325e-11       4.278491260369e-07      -9.983835348823e-01       2.377793163743e-05       5.998105464529e-01       6.675203833668e-01      -1.331178024615e+00       2.376933604012e-05       2.519098398546e-04      -1.331178025255e+00       2.376982387501e-05      -9.983835203770e-01       2.377127374754e-05      -9.983835570854e-01       2.378951212388e-05 
       8.152358112097e+01       2.087039818424e-04      -1.331315198423e+00       2.397508258811e-05       8.806189495735e-07       2.201547373934e-06       4.582587978647e-11       4.403094747868e-07      -9.984863988186e-01       2.397508346683e-05       5.999181524888e-01       6.674919689497e-01      -1.331315167951e+00       2.396624144032e-05       2.566062484298e-04      -1.331315169163e+00       2.396691712474e-05      -9.984863795789e-01       2.396891114547e-05      -9.984864296782e-01       2.398696339363e-05 
       8.226157383825e+01       2.108401695469e-04      -1.331470844582e+00       2.417228877948e-05       9.060518945761e-07       2.265129736440e-06       4.811972915908e-11       4.530259472881e-07      -9.986031334387e-01       2.417228992826e-05       6.000222531076e-01       6.674589794771e-01      -1.331470805288e+00       2.416319639932e-05       2.613413766735e-04      -1.331470807259e+00       2.416406347154e-05      -9.986031098235e-01       2.416660460533e-05      -9.986031731776e-01       2.418447415821e-05 
       8.299956655553e+01       2.129807871557e-04      -1.331644119971e+00       2.436954353962e-05       9.320043275415e-07       2.330010818854e-06       5.050838219131e-11       4.660021637707e-07      -9.987330899810e-01       2.436954497288e-05       6.001229812361e-01       6.674216312156e-01      -1.331644071604e+00       2.436019481292e-05       2.661152330543e-04      -1.331644074523e+00       2.436125683632e-05      -9.987330623502e-01       2.436434819261e-05      -9.987331388255e-01       2.438203838866e-05 
       8.373755927281e+01       2.151258346663e-04      -1.331834203684e+00       2.456684108889e-05       9.584832029603e-07       2.396208007401e-06       5.299502643461e-11       4.792416014802e-07      -9.988756527671e-01       2.456684282151e-05       6.002204637366e-01       6.673801294024e-01      -1.331834145990e+00       2.455723084637e-05       2.709278248606e-04      -1.331834150052e+00       2.455849140970e-05      -9.988756214819e-01       2.456213623877e-05      -9.988757109472e-01       2.457965032545e-05 
       8.447555199009e+01       2.172753120766e-04      -1.332040316388e+00       2.476417590465e-05       9.854953016214e-07       2.463738254053e-06       5.558291069444e-11       4.927476508107e-07      -9.990302372964e-01       2.476417795198e-05       6.003148216869e-01       6.673346688809e-01      -1.332040249106e+00       2.475429892177e-05       2.757791582683e-04      -1.332040254508e+00       2.475576163936e-05      -9.990302027192e-01       2.475996332875e-05      -9.990303050458e-01       2.477730446594e-05 
       8.521354470736e+01       2.194292193868e-04      -1.332261718176e+00       2.496154271391e-05       1.013047386358e-06       2.532618465895e-06       5.827536520483e-11       5.065236931790e-07      -9.991962886389e-01       2.496154509176e-05       6.004061705609e-01       6.672854346364e-01      -1.332261641042e+00       2.495139371068e-05       2.806692383815e-04      -1.332261647984e+00       2.495306222264e-05      -9.991962511334e-01       2.495782429374e-05      -9.991963661948e-01       2.497499555686e-05 
       8.645841936635e+01       2.230725523367e-04      -1.332667903337e+00       2.529452745360e-05       1.060765362606e-06       2.651913406516e-06       6.306353057540e-11       5.303826813032e-07      -9.995009275130e-01       2.529453042619e-05       6.005537451261e-01       6.671943154286e-01      -1.332667808969e+00       2.528390747579e-05       2.890058306750e-04      -1.332667818973e+00       2.528593145108e-05      -9.995008858963e-01       2.529164713791e-05      -9.995010221587e-01       2.530853859503e-05 
       8.770329402534e+01       2.267284903006e-04      -1.333112463075e+00       2.562756639914e-05       1.110069832189e-06       2.775174580472e-06       6.817564401096e-11       5.550349160945e-07      -9.998343473209e-01       2.562757001521e-05       6.006935654062e-01       6.670937407632e-01      -1.333112350678e+00       2.561645999657e-05       2.974526982954e-04      -1.333112364345e+00       2.561884999266e-05      -9.998343026393e-01       2.562553029258e-05      -9.998344597595e-01       2.564215009225e-05 
       8.894816868433e+01       2.303970331815e-04      -1.333592479103e+00       2.596063800680e-05       1.160992737013e-06       2.902481842533e-06       7.362919039739e-11       5.804963685066e-07      -1.000194359347e+00       2.596064231755e-05       6.008260970961e-01       6.669844402301e-01      -1.333592347857e+00       2.594902945991e-05       3.060098470901e-04      -1.333592365802e+00       2.595179616127e-05      -1.000194312655e+00       2.595945265575e-05      -1.000194490299e+00       2.597580859613e-05 
       9.019304334331e+01       2.340781810858e-04      -1.334105300163e+00       2.629372295940e-05       1.213566117685e-06       3.033915294214e-06       7.944234748585e-11       6.067830588427e-07      -1.000578975148e+00       2.629372801855e-05       6.009517647048e-01       6.668670766532e-01      -1.334105149221e+00       2.628159627793e-05       3.146772759859e-04      -1.334105172078e+00       2.628475049711e-05      -1.000578927507e+00       2.629339533032e-05      -1.000579125353e+00       2.630949487933e-05 
       9.143791800230e+01       2.377719339527e-04      -1.334648455866e+00       2.662680271729e-05       1.267822015338e-06       3.169555038346e-06       8.563399953826e-11       6.339110076692e-07      -1.000986341932e+00       2.662680858118e-05       6.010709687205e-01       6.667422676316e-01      -1.334648284354e+00       2.661414163901e-05       3.234549774768e-04      -1.334648312776e+00       2.661769431757e-05      -1.000986294414e+00       2.662734017646e-05      -1.000986512145e+00       2.664319049048e-05 
       9.268279266129e+01       2.414782917396e-04      -1.335219669663e+00       2.695986005723e-05       1.323792700135e-06       3.309481750336e-06       9.222378278849e-11       6.618963500673e-07      -1.001414752287e+00       2.695986678487e-05       6.011840810869e-01       6.666105822966e-01      -1.335219476680e+00       2.694664804663e-05       3.323429380233e-04      -1.335219511337e+00       2.695061025595e-05      -1.001414705973e+00       2.696127035184e-05      -1.001414943285e+00       2.697687829302e-05 
       9.392766732028e+01       2.451972546350e-04      -1.335816879595e+00       2.729287978900e-05       1.381510762329e-06       3.453776905823e-06       9.923211344303e-11       6.907553811646e-07      -1.001862659745e+00       2.729288744220e-05       6.012914392071e-01       6.664725361253e-01      -1.335816664214e+00       2.727910003610e-05       3.413411385445e-04      -1.335816705795e+00       2.728348297808e-05      -1.001862615725e+00       2.729517102945e-05      -1.001862872319e+00       2.731054318187e-05 
       9.598462865335e+01       2.513698820771e-04      -1.336855448433e+00       2.784301953034e-05       1.480797367798e-06       3.701993419495e-06       1.117863776552e-10       7.403986838990e-07      -1.002641586391e+00       2.784302885592e-05       6.014570899156e-01       6.662317959944e-01      -1.336855193932e+00       2.782826410006e-05       3.564507631247e-04      -1.336855248515e+00       2.783336713389e-05      -1.002641548579e+00       2.784678508650e-05      -1.002641836404e+00       2.786178136675e-05 
       9.804158998643e+01       2.575769242641e-04      -1.337951835030e+00       2.839295469913e-05       1.585093804081e-06       3.962734510202e-06       1.256422341176e-10       7.925469020405e-07      -1.003463876360e+00       2.839296588700e-05       6.016092298220e-01       6.659769785625e-01      -1.337951538668e+00       2.837717569187e-05       3.718611624732e-04      -1.337951608270e+00       2.838303035430e-05      -1.003463847810e+00       2.839821912663e-05      -1.003464166108e+00       2.841285569322e-05 
       1.000985513195e+02       2.638183811344e-04      -1.339099076103e+00       2.894263065431e-05       1.694551457717e-06       4.236378644294e-06       1.409067040210e-10       8.472757288587e-07      -1.004324307190e+00       2.894264390842e-05       6.017490428441e-01       6.657098244906e-01      -1.339098735006e+00       2.892577891079e-05       3.875721657242e-04      -1.339098821732e+00       2.893241733632e-05      -1.004324291007e+00       2.894941987595e-05      -1.004324639056e+00       2.896371187553e-05 
       1.021555126526e+02       2.700942525493e-04      -1.340291009484e+00       2.949199830048e-05       1.809323598798e-06       4.523308996995e-06       1.576934873657e-10       9.046617993990e-07      -1.005218257255e+00       2.949201383952e-05       6.018775917144e-01       6.654318741263e-01      -1.340290620641e+00       2.947402339336e-05       4.035835726428e-04      -1.340290726685e+00       2.948147831675e-05      -1.005218256599e+00       2.950033951085e-05      -1.005218633704e+00       2.951430116159e-05 
       1.042124739857e+02       2.764045385318e-04      -1.341522205766e+00       3.004101430494e-05       1.929565464930e-06       4.823913662324e-06       1.761232703758e-10       9.647827324648e-07      -1.006141654501e+00       3.004103236298e-05       6.019958246368e-01       6.651444845946e-01      -1.341521766025e+00       3.002186453062e-05       4.198951565685e-04      -1.341521893673e+00       3.003016928883e-05      -1.006141672588e+00       3.005093588346e-05      -1.006142078083e+00       3.006458055010e-05 
       1.062694353187e+02       2.827492391299e-04      -1.342787853834e+00       3.058964000809e-05       2.055434266760e-06       5.138585666899e-06       1.963240381494e-10       1.027717133380e-06      -1.007090890592e+00       3.058966083531e-05       6.021045934714e-01       6.648488584195e-01      -1.342787359901e+00       3.056926237882e-05       4.365066672783e-04      -1.342787511530e+00       3.057845091251e-05      -1.007090930698e+00       3.060117143968e-05      -1.007091363945e+00       3.061451170090e-05 
       1.083263966518e+02       2.891283543667e-04      -1.344083675187e+00       3.113784073253e-05       2.187089239429e-06       5.467723098571e-06       2.184314059000e-10       1.093544619714e-06      -1.008062756653e+00       3.113786459594e-05       6.022046667006e-01       6.645460649464e-01      -1.344083123621e+00       3.111618096873e-05       4.534178334968e-04      -1.344083301702e+00       3.112628782333e-05      -1.008062822115e+00       3.115101253502e-05      -1.008063282499e+00       3.116406024422e-05 
       1.110409336432e+02       2.975994405498e-04      -1.345833552815e+00       3.186058966595e-05       2.369962223906e-06       5.924905559765e-06       2.507687713964e-10       1.184981111953e-06      -1.009375164944e+00       3.186061797476e-05       6.023245850275e-01       6.641370975300e-01      -1.345832919667e+00       3.183715260783e-05       4.761933784715e-04      -1.345833136600e+00       3.184852525683e-05      -1.009375269082e+00       3.187597457736e-05      -1.009375764379e+00       3.188865322533e-05 
       1.137554706345e+02       3.061304617866e-04      -1.347621675012e+00       3.258248087522e-05       2.563571019820e-06       6.408927549550e-06       2.870302469054e-10       1.281785509910e-06      -1.010716256676e+00       3.258251416762e-05       6.024319914023e-01       6.637192225636e-01      -1.347620953670e+00       3.255716672274e-05       4.994895728229e-04      -1.347621214151e+00       3.256986777715e-05      -1.010716405561e+00       3.260013577929e-05      -1.010716934795e+00       3.261246343753e-05 
       1.164700076259e+02       3.147214183125e-04      -1.349441458596e+00       3.330346079332e-05       2.768303265005e-06       6.920758162514e-06       3.275961771358e-10       1.384151632503e-06      -1.012081094461e+00       3.330349965245e-05       6.025281277941e-01       6.632940850425e-01      -1.349440642081e+00       3.327616672033e-05       5.233056584683e-04      -1.349440951032e+00       3.329026018519e-05      -1.012081294321e+00       3.332344446503e-05      -1.012081856561e+00       3.333543792811e-05 
       1.191845446172e+02       3.233723101518e-04      -1.351287190846e+00       3.402348254462e-05       2.984563053916e-06       7.461407634790e-06       3.728781670509e-10       1.492281526958e-06      -1.013465393763e+00       3.402352760123e-05       6.026140928953e-01       6.628631123001e-01      -1.351286271801e+00       3.399410267882e-05       5.476408375325e-04      -1.351286634380e+00       3.400965395330e-05      -1.013465650984e+00       3.404585549815e-05      -1.013466245345e+00       3.405753040154e-05 
       1.218990816085e+02       3.320831371154e-04      -1.353153901111e+00       3.474250504014e-05       3.212787963443e-06       8.031969908608e-06       4.233264557168e-10       1.606393981722e-06      -1.014865426593e+00       3.474255697579e-05       6.026908586012e-01       6.624275461133e-01      -1.353152871791e+00       3.471093044405e-05       5.724942773357e-04      -1.353153293394e+00       3.472800632110e-05      -1.014865747728e+00       3.476732939095e-05      -1.014866373365e+00       3.477870031556e-05 
       1.246136185999e+02       3.408538993870e-04      -1.355037321658e+00       3.546049410052e-05       3.453492848559e-06       8.633732121396e-06       4.794475351185e-10       1.726746424279e-06      -1.016277992154e+00       3.546055365204e-05       6.027592643805e-01       6.619884524953e-01      -1.355036173917e+00       3.542661275360e-05       5.978651148569e-04      -1.355036660186e+00       3.544528141906e-05      -1.016278383924e+00       3.548783344009e-05      -1.016279040031e+00       3.549891400509e-05 
       1.273281555912e+02       3.496845969604e-04      -1.356933720901e+00       3.617741980456e-05       3.707385508108e-06       9.268463770271e-06       5.418497466766e-10       1.853692754054e-06      -1.017700291759e+00       3.617748777161e-05       6.028200313917e-01       6.615467633936e-01      -1.356932446182e+00       3.614111658708e-05       6.237524605922e-04      -1.356933003008e+00       3.616144761850e-05      -1.017700761056e+00       3.620733908687e-05      -1.017701446862e+00       3.621814203242e-05 
       1.309061836126e+02       3.614158945090e-04      -1.359447729144e+00       3.712073061566e-05       4.063837768259e-06       1.015959442065e-05       6.349573246648e-10       2.031918884130e-06      -1.019585798206e+00       3.712081101907e-05       6.028894995113e-01       6.609619719958e-01      -1.359446273270e+00       3.708105399701e-05       6.586620862618e-04      -1.359446932525e+00       3.710368483637e-05      -1.019586380521e+00       3.715415186488e-05      -1.019587104352e+00       3.716460699339e-05 
       1.344842116340e+02       3.732513226402e-04      -1.361972299632e+00       3.806210025181e-05       4.447580834778e-06       1.111895208694e-05       7.422871604204e-10       2.223790417389e-06      -1.021479226385e+00       3.806219478622e-05       6.029479907806e-01       6.603756639481e-01      -1.361970646004e+00       3.801883764669e-05       6.944653533809e-04      -1.361971418961e+00       3.804389477089e-05      -1.021479934409e+00       3.809914113032e-05      -1.021480695055e+00       3.810926751480e-05 
       1.380622396553e+02       3.851908813535e-04      -1.364502097829e+00       3.900148905925e-05       4.859979065018e-06       1.214994766254e-05       8.656239199572e-10       2.429989532509e-06      -1.023376575399e+00       3.900159959631e-05       6.029967613885e-01       6.597891705452e-01      -1.364500228819e+00       3.895442067189e-05       7.311600666843e-04      -1.364501127361e+00       3.898203373053e-05      -1.023377422245e+00       3.904226960206e-05      -1.023378218562e+00       3.905208481930e-05 
