# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_idr            15:(.)rho_idm_dr         16:(.)rho_crit           17:(.)rho_g_twin         18:(.)rho_ur_twin        19:(.)rho_b_twin         20:(.)rho_tot            21:(.)p_tot              22:(.)p_tot_prime        23:gr.fac. D             24:gr.fac. f          
       1.914670435340e+12       2.014381376340e-22       2.365050022490e-07       8.095695729330e+18       1.382630059145e+04       7.221243058982e-09       2.647280897258e+16       1.365460674897e-07       3.697900295104e+37       1.748055037584e+28       9.380172294199e+28       4.199750174474e-08       2.556412740536e+37       2.997158873150e+36       1.054963972531e+27       6.554028934189e+37       2.997158873150e+36       0.000000000000e+00       1.054963972531e+27       6.554028934189e+37       2.184676307652e+37      -3.525969057855e+44       5.162577604488e-05       2.244354462257e-01 
       1.894199896748e+12       2.058155308725e-22       2.390606823610e-07       7.923512199354e+18       1.382630059144e+04       7.299282728911e-09       2.618977715273e+16       1.380217152008e-07       3.542275263134e+37       1.692584790760e+28       9.082515492085e+28       4.199750174474e-08       2.448826872145e+37       2.871024111749e+36       1.021487612413e+27       6.278204557331e+37       2.871024111749e+36       0.000000000000e+00       1.021487612413e+27       6.278204557331e+37       2.092734848818e+37      -3.341468584383e+44       5.175032075907e-05       2.238953099339e-01 
       1.873948217204e+12       2.102880478841e-22       2.416436473140e-07       7.754990759377e+18       1.382630059144e+04       7.378165770269e-09       2.590977134388e+16       1.395133101765e-07       3.393199664260e+37       1.638874756411e+28       8.794304099828e+28       4.199750174474e-08       2.345768722964e+37       2.750197700461e+36       9.890735366073e+26       6.013988167802e+37       2.750197700461e+36       0.000000000000e+00       9.890735366073e+26       6.013988167802e+37       2.004662719090e+37      -3.166622314865e+44       5.187486547351e-05       2.233577672377e-01 
       1.853913056796e+12       2.148577559473e-22       2.442557160975e-07       7.590053522141e+18       1.382630059144e+04       7.457901297337e-09       2.563275919367e+16       1.410210247600e-07       3.250397867540e+37       1.586869078502e+28       8.515238390471e+28       4.199750174474e-08       2.247047745282e+37       2.634456238775e+36       9.576880362289e+26       5.760891246897e+37       2.634456238775e+36       0.000000000000e+00       9.576880362289e+26       5.760891246897e+37       1.920297078900e+37      -3.000925081745e+44       5.199941018818e-05       2.228227995047e-01 
       1.834092100628e+12       2.195267669049e-22       2.468950697221e-07       7.428624256937e+18       1.382630059144e+04       7.538498522891e-09       2.535870869567e+16       1.425450331534e-07       3.113605841881e+37       1.536513673456e+28       8.245028148159e+28       4.199750174474e-08       2.152481410527e+37       2.523585727932e+36       9.272984720602e+26       5.518445835075e+37       2.523585727932e+36       0.000000000000e+00       9.272984720602e+26       5.518445835075e+37       1.839481941734e+37      -2.843898150950e+44       5.212395490310e-05       2.222903882735e-01 
       1.814483058552e+12       2.242972388768e-22       2.495635271771e-07       7.270628354369e+18       1.382630059143e+04       7.619966759270e-09       2.508758818562e+16       1.440855114452e-07       2.982570667859e+37       1.487756173903e+28       7.983392366326e+28       4.199750174474e-08       2.061894871790e+37       2.417381175249e+36       8.978732406073e+26       5.286203666735e+37       2.417381175249e+36       0.000000000000e+00       8.978732406073e+26       5.286203666735e+37       1.762067885725e+37      -2.695087838733e+44       5.224849961827e-05       2.217605152660e-01 
       1.795083664907e+12       2.291713765232e-22       2.522610884625e-07       7.115992791872e+18       1.382630059143e+04       7.702315419453e-09       2.481936633779e+16       1.456426376235e-07       2.857050070088e+37       1.440545874224e+28       7.730058955462e+28       4.199750174474e-08       1.975120640541e+37       2.315646215106e+36       8.693817412339e+26       5.063735341398e+37       2.315646215106e+36       0.000000000000e+00       8.693817412339e+26       5.063735341398e+37       1.687911777380e+37      -2.554064200879e+44       5.237304433369e-05       2.212331623716e-01 
       1.775891678255e+12       2.341514326473e-22       2.549859345891e-07       6.964646099967e+18       1.382630059143e+04       7.785554018141e-09       2.455401216138e+16       1.472165916020e-07       2.736811969271e+37       1.394833677819e+28       7.484764460152e+28       4.199750174474e-08       1.891998276957e+37       2.218192745874e+36       8.417943443382e+26       4.850629529779e+37       2.218192745874e+36       0.000000000000e+00       8.417943443382e+26       4.850629529779e+37       1.616876506938e+37      -2.420419790509e+44       5.249758904937e-05       2.207083116556e-01 
       1.756904881120e+12       2.392397089332e-22       2.577417035354e-07       6.816518329222e+18       1.382630059143e+04       7.869692172864e-09       2.429149499692e+16       1.488075552382e-07       2.621634053095e+37       1.350572046050e+28       7.247253785091e+28       4.199750174474e-08       1.812374093274e+37       2.124840582132e+36       8.150823605395e+26       4.646492213262e+37       2.124840582132e+36       0.000000000000e+00       8.150823605395e+26       4.646492213262e+37       1.548830734861e+37      -2.293768480880e+44       5.262213376532e-05       2.201859453519e-01 
       1.738121079737e+12       2.444385570184e-22       2.605283953017e-07       6.671541017927e+18       1.382630059142e+04       7.954739605085e-09       2.403178451274e+16       1.504157123542e-07       2.511303365200e+37       1.307714948798e+28       7.017279929801e+28       4.199750174474e-08       1.736100869634e+37       2.035417121510e+36       7.892180108426e+26       4.450945955389e+37       2.035417121510e+36       0.000000000000e+00       7.892180108426e+26       4.450945955389e+37       1.483648648995e+37      -2.173744349785e+44       5.274667848152e-05       2.196660458609e-01 
       1.719538103792e+12       2.497503798237e-22       2.633423719089e-07       6.529647160454e+18       1.382630059142e+04       8.040706141328e-09       2.377485070145e+16       1.520412487604e-07       2.405615911427e+37       1.266217816600e+28       6.794603731760e+28       4.199750174474e-08       1.663037581882e+37       1.949757025564e+36       7.641743977490e+26       4.263629204003e+37       1.949757025564e+36       0.000000000000e+00       7.641743977490e+26       4.263629204003e+37       1.421209731955e+37      -2.060000622326e+44       5.287122319800e-05       2.191485957521e-01 
       1.701153806179e+12       2.551776322098e-22       2.661890903255e-07       6.390771176283e+18       1.382630059142e+04       8.127601714311e-09       2.352066387648e+16       1.536843522726e-07       2.304376282652e+37       1.226037494293e+28       6.578993617682e+28       4.199750174474e-08       1.593049140822e+37       1.867701914072e+36       7.399254772848e+26       4.084195622761e+37       1.867701914072e+36       0.000000000000e+00       7.399254772848e+26       4.084195622761e+37       1.361398538294e+37      -1.952208669008e+44       5.299576791475e-05       2.186335777541e-01 
       1.682966062744e+12       2.607228227384e-22       2.690649125725e-07       6.254848879696e+18       1.382630059141e+04       8.215436364096e-09       2.326919466866e+16       1.553452127398e-07       2.207397293486e+37       1.187132196141e+28       6.370225362692e+28       4.199750174474e-08       1.526006142449e+37       1.789100072202e+36       7.164460319161e+26       3.912313450783e+37       1.789100072202e+36       0.000000000000e+00       7.164460319161e+26       3.912313450783e+37       1.304104481051e+37      -1.850057056260e+44       5.312031263177e-05       2.181209747633e-01 
       1.664972772044e+12       2.663885140685e-22       2.719734766288e-07       6.121817450111e+18       1.382630059141e+04       8.304220239245e-09       2.302041402281e+16       1.570240220586e-07       2.114499636179e+37       1.149461462374e+28       6.168081857143e+28       4.199750174474e-08       1.461784628683e+37       1.713806169997e+36       6.937116443243e+26       3.747664889249e+37       1.713806169997e+36       0.000000000000e+00       6.937116443243e+26       3.747664889249e+37       1.249221627287e+37      -1.753250646639e+44       5.324485734908e-05       2.176107698297e-01 
       1.647171855105e+12       2.721773250072e-22       2.749129635049e-07       5.991615403048e+18       1.382630059141e+04       8.393963597998e-09       2.277429319440e+16       1.587209742038e-07       2.025511549097e+37       1.112986117112e+28       5.972352880831e+28       4.199750174474e-08       1.400265858187e+37       1.641680993674e+36       6.716986720127e+26       3.589945513804e+37       1.641680993674e+36       0.000000000000e+00       6.716986720127e+26       3.589945513804e+37       1.196648502217e+37      -1.661509746116e+44       5.336940206667e-05       2.171029461683e-01 
       1.629561255178e+12       2.780919308224e-22       2.778833732009e-07       5.864182561709e+18       1.382630059140e+04       8.484676809453e-09       2.253080374622e+16       1.604362652423e-07       1.940268499142e+37       1.077668227629e+28       5.782834884376e+28       4.199750174474e-08       1.341336086815e+37       1.572591188222e+36       6.503842227201e+26       3.438863711705e+37       1.572591188222e+36       0.000000000000e+00       6.503842227201e+26       3.438863711705e+37       1.146287901593e+37      -1.574569295977e+44       5.349394678454e-05       2.165974871440e-01 
       1.612138937506e+12       2.841350652563e-22       2.808865247061e-07       5.739460029169e+18       1.382630059140e+04       8.576370354768e-09       2.228991754507e+16       1.621700933631e-07       1.858612877543e+37       1.043471064900e+28       5.599330777537e+28       4.199750174474e-08       1.284886357311e+37       1.506409010841e+36       6.297461306134e+26       3.294140142643e+37       1.506409010841e+36       0.000000000000e+00       6.297461306134e+26       3.294140142643e+37       1.098046711979e+37      -1.492178107020e+44       5.361849150271e-05       2.160943762809e-01 
       1.594902889083e+12       2.903095212791e-22       2.839224180207e-07       5.617390161155e+18       1.382630059140e+04       8.669054828370e-09       2.205160675857e+16       1.639226588953e-07       1.780393708445e+37       1.010359065404e+28       5.421649724253e+28       4.199750174474e-08       1.230812297851e+37       1.443012094753e+36       6.097629332366e+26       3.155507222264e+37       1.443012094753e+36       0.000000000000e+00       6.097629332366e+26       3.155507222264e+37       1.051835738590e+37      -1.414098133811e+44       5.374303622118e-05       2.155935972537e-01 
       1.577851118429e+12       2.966181525657e-22       2.869910531444e-07       5.497916539401e+18       1.382630059140e+04       8.762740939178e-09       2.181584385189e+16       1.656941643331e-07       1.705466369771e+37       9.782977941435e+27       5.249606944176e+28       4.199750174474e-08       1.179013929069e+37       1.382283222949e+36       5.904138491907e+26       3.022708627422e+37       1.382283222949e+36       0.000000000000e+00       5.904138491907e+26       3.022708627422e+37       1.007569540378e+37      -1.340103786923e+44       5.386758093995e-05       2.150951338878e-01 
       1.560981655353e+12       3.030638749491e-22       2.900924300775e-07       5.380983945575e+18       1.382630059139e+04       8.857439511844e-09       2.158260158457e+16       1.674848143604e-07       1.633692325816e+37       9.472539088303e+27       5.083023520508e+28       4.199750174474e-08       1.129395479203e+37       1.324110111471e+36       5.716787565219e+26       2.895498822254e+37       1.324110111471e+36       0.000000000000e+00       5.716787565219e+26       2.895498822254e+37       9.651662720555e+36      -1.269981281162e+44       5.399212565903e-05       2.145989701601e-01 
       1.544292550727e+12       3.096496673477e-22       2.932265488198e-07       5.266538335758e+18       1.382630059139e+04       8.953161488001e-09       2.135185300742e+16       1.692948158704e-07       1.564938871114e+37       9.171951252121e+27       4.921726213942e+28       4.199750174474e-08       1.081865207013e+37       1.268385201797e+36       5.535381717960e+26       2.773642604201e+37       1.268385201797e+36       0.000000000000e+00       5.535381717960e+26       2.773642604201e+37       9.245475327688e+36      -1.203528017893e+44       5.411667037841e-05       2.141050901914e-01 
       1.527781876267e+12       3.163785738000e-22       2.963952283608e-07       5.154526815464e+18       1.382630059139e+04       9.049917927527e-09       2.112357145935e+16       1.711243779960e-07       1.499078885064e+37       8.880901834987e+27       4.765547282492e+28       4.199750174474e-08       1.036335232164e+37       1.215005461979e+36       5.359732298365e+26       2.656914669134e+37       1.215005461979e+36       0.000000000000e+00       5.359732298365e+26       2.656914669134e+37       8.856382211422e+36      -1.140551999695e+44       5.424121509811e-05       2.136134782529e-01 
       1.511447724299e+12       3.232537040214e-22       2.995984687004e-07       5.044897615196e+18       1.382630059138e+04       9.147720009825e-09       2.089773056433e+16       1.729737121258e-07       1.435990596902e+37       8.599088158523e+27       4.614324307056e+28       4.199750174474e-08       9.927213727396e+36       1.163872196140e+36       5.189656641058e+26       2.545099194781e+37       1.163872196140e+36       0.000000000000e+00       5.189656641058e+26       2.545099194781e+37       8.483663964185e+36      -1.080871275635e+44       5.436575981813e-05       2.131241187545e-01 
       1.495288207549e+12       3.302782358408e-22       3.028362698387e-07       4.937600066519e+18       1.382630059138e+04       9.246579035110e-09       2.067430422833e+16       1.748430319374e-07       1.375557360547e+37       8.326217149113e+27       4.467900022504e+28       4.199750174474e-08       9.509429895921e+36       1.114890861991e+36       5.024977877086e+26       2.437989441689e+37       1.114890861991e+36       0.000000000000e+00       5.024977877086e+26       2.437989441689e+37       8.126631454460e+36      -1.024313415577e+44       5.449030453848e-05       2.126369962549e-01 
       1.479301458919e+12       3.374554155943e-22       3.061104507651e-07       4.832584578638e+18       1.382630059138e+04       9.346506425723e-09       2.045326663629e+16       1.767325534132e-07       1.317667438935e+37       8.062005033111e+27       4.326122154129e+28       4.199750174474e-08       9.109228372498e+36       1.067970896033e+36       4.865524749988e+26       2.335387370969e+37       1.067970896033e+36       0.000000000000e+00       4.865524749988e+26       2.335387370969e+37       7.784624552627e+36      -9.707150119946e+43       5.461484925915e-05       2.121520954473e-01 
       1.463485631273e+12       3.447885606392e-22       3.094173735008e-07       4.729802615484e+18       1.382630059137e+04       9.447513727443e-09       2.023459224915e+16       1.786424948736e-07       1.262213797423e+37       7.806177041736e+27       4.188843259290e+28       4.199750174474e-08       8.725869210930e+36       1.023025546105e+36       4.711131437692e+26       2.237103278144e+37       1.023025546105e+36       0.000000000000e+00       4.711131437692e+26       2.237103278144e+37       7.457010910423e+36      -9.199212078529e+43       5.473939398016e-05       2.116694011694e-01 
       1.447838897223e+12       3.522810600890e-22       3.127624950139e-07       4.629206673276e+18       1.382630059137e+04       9.549612610822e-09       2.001825580090e+16       1.805730769957e-07       1.209093905890e+37       7.558467125318e+27       4.055920574076e+28       4.199750174474e-08       8.358643605439e+36       9.799717109887e+35       4.561637380072e+26       2.142955442390e+37       9.799717109887e+35       0.000000000000e+00       4.561637380072e+26       2.142955442390e+37       7.143184791776e+36      -8.717852491919e+43       5.486393870150e-05       2.111888983933e-01 
       1.432359448920e+12       3.599363768385e-22       3.161421773257e-07       4.530750258571e+18       1.382630059137e+04       9.652814872538e-09       1.980423229567e+16       1.825245228423e-07       1.158209549163e+37       7.318617676626e+27       3.927215864840e+28       4.199750174474e-08       8.006872580123e+36       9.387297867579e+35       4.416887111972e+26       2.052769790554e+37       9.387297867579e+35       0.000000000000e+00       4.416887111972e+26       2.052769790554e+37       6.842565952836e+36      -8.261680611252e+43       5.498848342319e-05       2.107105722282e-01 
       1.417045497842e+12       3.677580491111e-22       3.195582394255e-07       4.434387866771e+18       1.382630059136e+04       9.757132436755e-09       1.959249700482e+16       1.844970578877e-07       1.109466645425e+37       7.086379262960e+27       3.802595284442e+28       4.199750174474e-08       7.669905733583e+36       8.992235195965e+35       4.276730101530e+26       1.966379575297e+37       8.992235195965e+35       0.000000000000e+00       4.276730101530e+26       1.966379575297e+37       6.554598569142e+36      -7.829378460233e+43       5.511302814523e-05       2.102344079193e-01 
       1.401895274589e+12       3.757496917618e-22       3.230125003029e-07       4.340074961095e+18       1.382630059136e+04       9.862577356500e-09       1.938302546409e+16       1.864909100408e-07       1.062775072266e+37       6.861510366758e+27       3.681929233051e+28       4.199750174474e-08       7.347120036366e+36       8.613798648103e+35       4.141020593631e+26       1.883625066793e+37       8.613798648103e+35       0.000000000000e+00       4.141020593631e+26       1.883625066793e+37       6.278750207944e+36      -7.419697027222e+43       5.523757286762e-05       2.097603908417e-01 
       1.386907028680e+12       3.839149986043e-22       3.265031409683e-07       4.247767951994e+18       1.382630059136e+04       9.969161815056e-09       1.917579347080e+16       1.885063096767e-07       1.018048500049e+37       6.643777134427e+27       3.565092223373e+28       4.199750174474e-08       7.037918679028e+36       8.251288517712e+35       4.009617458330e+26       1.804353257399e+37       8.251288517712e+35       0.000000000000e+00       4.009617458330e+26       1.804353257399e+37       6.014510843764e+36      -7.031452656581e+43       5.536211759037e-05       2.092885065065e-01 
       1.372079028346e+12       3.922577431958e-22       3.300301614217e-07       4.157424177002e+18       1.382630059135e+04       1.007689812737e-08       1.897077708101e+16       1.905434896560e-07       9.752042322963e+36       6.432953133144e+27       3.451962750143e+28       4.199750174474e-08       6.741729968673e+36       7.904034545469e+35       3.882384044085e+26       1.728417578752e+37       7.904034545469e+35       0.000000000000e+00       3.882384044085e+26       1.728417578752e+37       5.761391915394e+36      -6.663523628843e+43       5.548666231349e-05       2.088187405495e-01 
       1.357409560335e+12       4.007817817149e-22       3.335971996421e-07       4.069001881024e+18       1.382630059135e+04       1.018579874148e-08       1.876795260678e+16       1.926026853606e-07       9.341630527844e+36       6.228819115377e+27       3.342423163769e+28       4.199750174474e-08       6.458006271932e+36       7.571394679733e+35       3.759188035641e+26       1.655677630778e+37       7.571394679733e+35       0.000000000000e+00       3.759188035641e+26       1.655677630778e+37       5.518925422583e+36      -6.314846919830e+43       5.561120703697e-05       2.083510787414e-01 
       1.342896929714e+12       4.094910534676e-22       3.372024366399e-07       3.982460197032e+18       1.382630059135e+04       1.029587623995e-08       1.856729661343e+16       1.946841347112e-07       8.948490790823e+36       6.031162790879e+27       3.236359547981e+28       4.199750174474e-08       6.186223002420e+36       7.252753889440e+35       3.639901316437e+26       1.585998922095e+37       7.252753889440e+35       0.000000000000e+00       3.639901316437e+26       1.585998922095e+37       5.286663060729e+36      -5.984415129350e+43       5.573575176083e-05       2.078855069736e-01 
       1.328539459667e+12       4.183895840254e-22       3.408476914046e-07       3.897759127181e+18       1.382630059134e+04       1.040714334131e-08       1.836878591682e+16       1.967880782044e-07       8.571896222481e+36       5.839778605914e+27       3.133661601363e+28       4.199750174474e-08       5.925877650816e+36       6.947523026945e+35       3.524399835362e+26       1.519252621352e+37       6.947523026945e+35       0.000000000000e+00       3.524399835362e+26       1.519252621352e+37       5.064175391997e+36      -5.671273570610e+43       5.586029648507e-05       2.074220112694e-01 
       1.314335491308e+12       4.274814858801e-22       3.445311449468e-07       3.814859524319e+18       1.382630059134e+04       1.051961290155e-08       1.817239758070e+16       1.989147589320e-07       8.211150524326e+36       5.654467529489e+27       3.034222522643e+28       4.199750174474e-08       5.676488855753e+36       6.655137738726e+35       3.412563477756e+26       1.455315319029e+37       6.655137738726e+35       0.000000000000e+00       3.412563477756e+26       1.455315319029e+37       4.851051051317e+36      -5.374517511926e+43       5.598484120969e-05       2.069605777715e-01 
       1.300283383488e+12       4.367709612143e-22       3.482546162559e-07       3.733723073900e+18       1.382630059133e+04       1.063329791560e-08       1.797810891403e+16       2.010644226151e-07       7.865586701377e+36       5.475036846374e+27       2.937938899628e+28       4.199750174474e-08       5.437595513815e+36       6.375057421931e+35       3.304275940490e+26       1.394068799257e+37       6.375057421931e+35       0.000000000000e+00       3.304275940490e+26       1.394068799257e+37       4.646895985795e+36      -5.093289562760e+43       5.610938593471e-05       2.065011927486e-01 
       1.286381512601e+12       4.462623034848e-22       3.520181053318e-07       3.654312276267e+18       1.382630059133e+04       1.074821151881e-08       1.778589746836e+16       2.032373176300e-07       7.534565828942e+36       5.301299956684e+27       2.844710601656e+28       4.199750174474e-08       5.208755926983e+36       6.106764224838e+35       3.199424611022e+26       1.335399821248e+37       6.106764224838e+35       0.000000000000e+00       3.199424611022e+26       1.335399821248e+37       4.451332726136e+36      -4.826777196541e+43       5.623393066012e-05       2.060438425904e-01 
       1.272628272402e+12       4.559598992494e-22       3.558216121746e-07       3.576590429330e+18       1.382630059133e+04       1.086436698850e-08       1.759574103527e+16       2.054336950358e-07       7.217475871281e+36       5.133076181826e+27       2.754440675468e+28       4.199750174474e-08       4.989546985970e+36       5.849762089379e+35       3.097900450280e+26       1.279199909918e+37       5.849762089379e+35       0.000000000000e+00       3.097900450280e+26       1.279199909918e+37       4.263999688729e+36      -4.574210403106e+43       5.635847538594e-05       2.055885138055e-01 
       1.259022073820e+12       4.658682307907e-22       3.596669557737e-07       3.500521611596e+18       1.382630059132e+04       1.098177774546e-08       1.740761764375e+16       2.076538086076e-07       6.913730549997e+36       4.970190576597e+27       2.667035244378e+28       4.199750174474e-08       4.779563387917e+36       5.603575833960e+35       2.999597879272e+26       1.225365155325e+37       5.603575833960e+35       0.000000000000e+00       2.999597879272e+26       1.225365155325e+37       4.084550507103e+36      -4.334859463975e+43       5.648302011217e-05       2.051351930247e-01 
       1.245561344769e+12       4.759918772261e-22       3.635541361291e-07       3.426070665569e+18       1.382630059132e+04       1.110045735553e-08       1.722150555772e+16       2.098979148591e-07       6.622768260046e+36       4.812473747255e+27       2.582403410648e+28       4.199750174474e-08       4.578416887014e+36       5.367750274882e+35       2.904414669288e+26       1.173796020548e+37       5.367750274882e+35       0.000000000000e+00       2.904414669288e+26       1.173796020548e+37       3.912653391516e+36      -4.108032844049e+43       5.660756483881e-05       2.046838669919e-01 
       1.232244529976e+12       4.863355178813e-22       3.674831532408e-07       3.353203181503e+18       1.382630059132e+04       1.122041953116e-08       1.703738327347e+16       2.121662730810e-07       6.344051031362e+36       4.659761675351e+27       2.500457160955e+28       4.199750174474e-08       4.385735576662e+36       5.141849384731e+35       2.812251835582e+26       1.124397157644e+37       5.141849384731e+35       0.000000000000e+00       2.812251835582e+26       1.124397157644e+37       3.747990515499e+36      -3.893075193611e+43       5.673210956587e-05       2.042345225729e-01 
       1.219070090793e+12       4.969039329654e-22       3.714540071087e-07       3.281885481494e+18       1.382630059131e+04       1.134167813297e-08       1.685522951719e+16       2.144591453606e-07       6.077063534192e+36       4.511895547161e+27       2.421111274866e+28       4.199750174474e-08       4.201163201838e+36       4.925455486195e+35       2.723013534441e+26       1.077077231364e+37       4.925455486195e+35       0.000000000000e+00       2.723013534441e+26       1.077077231364e+37       3.590257428216e+36      -3.689365454890e+43       5.685665429336e-05       2.037871467425e-01 
       1.206036505023e+12       5.077020074381e-22       3.754685167223e-07       3.212084603920e+18       1.382630059131e+04       1.146424717138e-08       1.667502324255e+16       2.167767966236e-07       5.821312126280e+36       4.368721588526e+27       2.344283236208e+28       4.199750174474e-08       4.024358500407e+36       4.718168479804e+35       2.636606963506e+26       1.031748750274e+37       4.718168479804e+35       0.000000000000e+00       2.636606963506e+26       1.031748750274e+37       3.439162491556e+36      -3.496315067690e+43       5.698119902129e-05       2.033417265958e-01 
       1.193142266743e+12       5.187347315861e-22       3.795266820816e-07       3.143768288202e+18       1.382630059130e+04       1.158814080824e-08       1.649674362820e+16       2.191194946530e-07       5.576323940157e+36       4.230090904933e+27       2.269893147257e+28       4.199750174474e-08       3.854994572149e+36       4.519605104170e+35       2.552942265264e+26       9.883279049907e+36       4.519605104170e+35       0.000000000000e+00       2.552942265264e+26       9.883279049907e+36       3.294426340908e+36      -3.313366268922e+43       5.710574374965e-05       2.028982493345e-01 
       1.180385886133e+12       5.300072047093e-22       3.836285031866e-07       3.076904959898e+18       1.382630059130e+04       1.171337335843e-08       1.632037007541e+16       2.214875101298e-07       5.341646008843e+36       4.095859326672e+27       2.197863645649e+28       4.199750174474e-08       3.692758274343e+36       4.329398227363e+35       2.471932433603e+26       9.467344132243e+36       4.329398227363e+35       0.000000000000e+00       2.471932433603e+26       9.467344132243e+36       3.155781368640e+36      -3.139990481102e+43       5.723028847846e-05       2.024567022757e-01 
       1.167765889297e+12       5.415246366941e-22       3.877739800373e-07       3.011463716105e+18       1.382630059130e+04       1.183995929151e-08       1.614588220569e+16       2.238811166584e-07       5.116844428335e+36       3.965887258905e+27       2.128119823923e+28       4.199750174474e-08       3.537349642784e+36       4.147196168105e+35       2.393493223326e+26       9.068913713416e+36       4.147196168105e+35       0.000000000000e+00       2.393493223326e+26       9.068913713416e+36       3.022971229310e+36      -2.975686785186e+43       5.735483320773e-05       2.020170728453e-01 
       1.155280818100e+12       5.532923505529e-22       3.919649316231e-07       2.947414311182e+18       1.382630059129e+04       1.196791323344e-08       1.597325985841e+16       2.263005907998e-07       4.901503555354e+36       3.840039536496e+27       2.060589151624e+28       4.199750174474e-08       3.388481337174e+36       3.972662045533e+35       2.317543062544e+26       8.687251121759e+36       3.972662045533e+35       0.000000000000e+00       2.317543062544e+26       8.687251121759e+36       2.895750365694e+36      -2.819980473306e+43       5.747937793746e-05       2.015793485775e-01 
       1.142929229996e+12       5.653157853336e-22       3.961995389545e-07       2.884727142766e+18       1.382630059129e+04       1.209724996824e-08       1.580248308851e+16       2.287462121061e-07       4.695225238842e+36       3.718185283442e+27       1.995201399874e+28       4.199750174474e-08       3.245878109844e+36       3.805473156331e+35       2.244002967841e+26       8.321650688213e+36       3.805473156331e+35       0.000000000000e+00       2.244002967841e+26       8.321650688213e+36       2.773883554773e+36      -2.672421677240e+43       5.760392266765e-05       2.011435171166e-01 
       1.130709697862e+12       5.776004976876e-22       4.004814400105e-07       2.823373238096e+18       1.382630059128e+04       1.222798443970e-08       1.563353216413e+16       2.312182631463e-07       4.497628083811e+36       3.600197776771e+27       1.931888568336e+28       4.199750174474e-08       3.109276296841e+36       3.645320378068e+35       2.172796462140e+26       7.971436441595e+36       3.645320378068e+35       0.000000000000e+00       2.172796462140e+26       7.971436441595e+36       2.657145472819e+36      -2.532584068652e+43       5.772846739832e-05       2.007095662098e-01 
       1.118620809832e+12       5.901521657925e-22       4.048106347909e-07       2.763324240614e+18       1.382630059128e+04       1.236013175309e-08       1.546638756441e+16       2.337170295487e-07       4.308346746167e+36       3.485954314754e+27       1.870584814497e+28       4.199750174474e-08       2.978423330432e+36       3.491907597654e+35       2.103849495169e+26       7.635960858766e+36       3.491907597654e+35       0.000000000000e+00       2.103849495169e+26       7.635960858766e+36       2.545320278788e+36      -2.400063627335e+43       5.785301212947e-05       2.002774837147e-01 
       1.106661169136e+12       6.029765902953e-22       4.091853043064e-07       2.704552396869e+18       1.382630059127e+04       1.249370717693e-08       1.530102997718e+16       2.362428000221e-07       4.127031257213e+36       3.375336089299e+27       1.811226385195e+28       4.199750174474e-08       2.853077272121e+36       3.344951163841e+35       2.037090366449e+26       7.314603667409e+36       3.344951163841e+35       0.000000000000e+00       2.037090366449e+26       7.314603667409e+36       2.438201215239e+36      -2.274477473912e+43       5.797755686110e-05       1.998472575875e-01 
       1.094829393937e+12       6.160796989241e-22       4.136072675465e-07       2.647030543681e+18       1.382630059127e+04       1.262872614476e-08       1.513744029674e+16       2.387958664020e-07       3.953346376581e+36       3.268228062401e+27       1.753751550319e+28       4.199750174474e-08       2.733006365321e+36       3.204179362773e+35       1.972449650736e+26       7.006770699182e+36       3.204179362773e+35       0.000000000000e+00       1.972449650736e+26       7.006770699182e+36       2.335590226060e+36      -2.155462763623e+43       5.810210159323e-05       1.994188758940e-01 
       1.083124117171e+12       6.294675472022e-22       4.180765245110e-07       2.590732095595e+18       1.382630059126e+04       1.276520425689e-08       1.497559962167e+16       2.413765236712e-07       3.786970972393e+36       3.164518846501e+27       1.698100538611e+28       4.199750174474e-08       2.617988606854e+36       3.069331915601e+35       1.909860125814e+26       6.711892791144e+36       3.069331915601e+35       0.000000000000e+00       1.909860125814e+26       6.711892791144e+36       2.237297590269e+36      -2.042675637983e+43       5.822664632587e-05       1.989923267961e-01 
       1.071543986392e+12       6.431463230525e-22       4.225948941894e-07       2.535631032584e+18       1.382630059126e+04       1.290315728224e-08       1.481548925262e+16       2.439850700058e-07       3.627597427512e+36       3.064100588655e+27       1.644215475508e+28       4.199750174474e-08       2.507811336478e+36       2.940159497248e+35       1.849256702594e+26       6.429424733405e+36       2.940159497248e+35       0.000000000000e+00       1.849256702594e+26       6.429424733405e+36       2.143141571238e+36      -1.935790231307e+43       5.835119105902e-05       1.985675985611e-01 
       1.060087663610e+12       6.571223483892e-22       4.271623765817e-07       2.481701888035e+18       1.382630059126e+04       1.304260116013e-08       1.465709069017e+16       2.466218068010e-07       3.474931070774e+36       2.966868858366e+27       1.592040322954e+28       4.199750174474e-08       2.402270843693e+36       2.816423275420e+35       1.790576357424e+26       6.158844261076e+36       2.816423275420e+35       0.000000000000e+00       1.790576357424e+26       6.158844261076e+36       2.052948080670e+36      -1.834497729217e+43       5.847573579268e-05       1.981446795541e-01 
