# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_idr            15:(.)rho_idm_dr         16:(.)rho_crit           17:(.)rho_g_twin         18:(.)rho_ur_twin        19:(.)rho_b_twin         20:(.)rho_tot            21:(.)p_tot              22:(.)p_tot_prime        23:gr.fac. D             24:gr.fac. f          
       6.117803516030e+07       1.955183861265e-13       7.336525926803e-03       8.340939837355e+09       1.382629325516e+04       2.260009330624e-04       8.458654687269e+11       4.235733471642e-03       3.854439198179e+19       5.702425285956e+14       3.059956953701e+15       4.199750174474e-08       2.664630381434e+19       4.376856736915e+18       9.463784392889e+13       6.957127737038e+19       4.376856736915e+18       0.000000000000e+00       9.463784392889e+13       6.957127737038e+19       2.318918417768e+19      -1.185069469847e+22       1.711989203488e-04       6.714042078759e-02 
       6.052395531079e+07       1.997670724514e-13       7.415791378662e-03       8.163542702411e+09       1.382629317589e+04       2.284433143282e-04       8.368219641178e+11       4.281497146499e-03       3.692226273121e+19       5.521472780855e+14       2.962856711522e+15       4.199750174474e-08       2.552490205873e+19       4.192658025416e+18       9.163474365532e+13       6.664342945409e+19       4.192658025416e+18       0.000000000000e+00       9.163474365532e+13       6.664342945409e+19       2.221327427179e+19      -1.123059644437e+22       1.713224738563e-04       6.709284896806e-02 
       5.987686850119e+07       2.041080844668e-13       7.495913425373e-03       7.989918517812e+09       1.382629309577e+04       2.309120902771e-04       8.278751473807e+11       4.327755371222e-03       3.536840030675e+19       5.346262360475e+14       2.868837707797e+15       4.199750174474e-08       2.445069416184e+19       4.016211261800e+18       8.872693941639e+13       6.383879792128e+19       4.016211261800e+18       0.000000000000e+00       8.872693941639e+13       6.383879792128e+19       2.127843524347e+19      -1.064294542216e+22       1.714460289348e-04       6.704535489109e-02 
       5.923669996603e+07       2.085434284344e-13       7.576901325592e-03       7.819987038735e+09       1.382629301478e+04       2.334075461547e-04       8.190239847853e+11       4.374513490037e-03       3.387993171939e+19       5.176611813814e+14       2.777802166966e+15       4.199750174474e-08       2.342169398418e+19       3.847190207651e+18       8.591140722576e+13       6.115219728598e+19       3.847190207651e+18       0.000000000000e+00       8.591140722576e+13       6.115219728598e+19       2.038293863707e+19      -1.008604379814e+22       1.715695856023e-04       6.699793849552e-02 
       5.860337573914e+07       2.130751542120e-13       7.658764432563e-03       7.653669727042e+09       1.382629293292e+04       2.359299702893e-04       8.102674536535e+11       4.421776904917e-03       3.245410488897e+19       5.012344711894e+14       2.689655416140e+15       4.199750174474e-08       2.243599897237e+19       3.685282354199e+18       8.318521905587e+13       5.857866029064e+19       3.685282354199e+18       0.000000000000e+00       8.318521905587e+13       5.857866029064e+19       1.952512873851e+19      -9.558282579466e+21       1.716931438774e-04       6.695059972155e-02 
       5.797682264518e+07       2.177053562025e-13       7.741512206849e-03       7.490889714986e+09       1.382629285017e+04       2.384796541250e-04       8.016045422409e+11       4.469551076210e-03       3.108828355583e+19       4.853290224274e+14       2.604305786640e+15       4.199750174474e-08       2.149178664139e+19       3.530188344512e+18       8.054553979299e+13       5.611342872208e+19       3.530188344512e+18       0.000000000000e+00       8.054553979299e+13       5.611342872208e+19       1.870341951391e+19      -9.058136965535e+21       1.718167037784e-04       6.690333851083e-02 
       5.735696829114e+07       2.224361743141e-13       7.825154205420e-03       7.331571769676e+09       1.382629276653e+04       2.410568922557e-04       7.930342496201e+11       4.517841523259e-03       2.977994240648e+19       4.699282941404e+14       2.521664518669e+15       4.199750174474e-08       2.058731120500e+19       3.381621420006e+18       7.798962428873e+13       5.375194461392e+19       3.381621420006e+18       0.000000000000e+00       7.798962428873e+13       5.375194461392e+19       1.791629167716e+19      -8.584161942486e+21       1.719402653243e-04       6.685615480636e-02 
       5.674374105801e+07       2.272697949598e-13       7.909700096207e-03       7.175642258316e+09       1.382629268198e+04       2.436619824587e-04       7.845555855650e+11       4.566653825051e-03       2.852666240452e+19       4.550162702596e+14       2.441645669005e+15       4.199750174474e-08       1.972090034781e+19       3.239306890245e+18       7.551481450531e+13       5.148984181934e+19       3.239306890245e+18       0.000000000000e+00       7.551481450531e+13       5.148984181934e+19       1.716228988086e+19      -8.134988108292e+21       1.720638285340e-04       6.680904855264e-02 
       5.613707009249e+07       2.322084520632e-13       7.995159643542e-03       7.023029114166e+09       1.382629259652e+04       2.462952257296e-04       7.761675704366e+11       4.615993620855e-03       2.732612631798e+19       4.405774429474e+14       2.364166021624e+15       4.199750174474e-08       1.889095213337e+19       3.102981625061e+18       7.311853675125e+13       4.932293793842e+19       3.102981625061e+18       0.000000000000e+00       7.311853675125e+13       4.932293793842e+19       1.644002002547e+19      -7.709317716292e+21       1.721873934268e-04       6.676201969555e-02 
       5.553688529878e+07       2.372544280916e-13       8.081542720902e-03       6.873661803234e+09       1.382629251014e+04       2.489569263166e-04       7.678692350693e+11       4.665866610876e-03       2.617611443489e+19       4.265967964690e+14       2.289145001157e+15       4.199750174474e-08       1.809593204222e+19       2.972393568038e+18       7.079829900486e+13       4.724722658524e+19       2.972393568038e+18       0.000000000000e+00       7.079829900486e+13       4.724722658524e+19       1.574814668172e+19      -7.305920925745e+21       1.723109600220e-04       6.671506818245e-02 
       5.494311733052e+07       2.424100551097e-13       8.168859309080e-03       6.727471291685e+09       1.382629242282e+04       2.516473917561e-04       7.596596206595e+11       4.716278556911e-03       2.507450045921e+19       4.130597915776e+14       2.216504589100e+15       4.199750174474e-08       1.733437013469e+19       2.847301270480e+18       6.855168832268e+13       4.525886998044e+19       2.847301270480e+18       0.000000000000e+00       6.855168832268e+13       4.525886998044e+19       1.508539062146e+19      -6.923632248584e+21       1.724345283393e-04       6.666819396216e-02 
       5.435569758276e+07       2.476777158544e-13       8.257119496193e-03       6.584390013924e+09       1.382629233456e+04       2.543669329079e-04       7.515377786546e+11       4.767235283015e-03       2.401924757941e+19       3.999523503935e+14       2.146169242672e+15       4.199750174474e-08       1.660485833309e+19       2.727473444989e+18       6.637636833008e+13       4.335419185546e+19       2.727473444989e+18       0.000000000000e+00       6.637636833008e+13       4.335419185546e+19       1.445052645250e+19      -6.561347182090e+21       1.725580983987e-04       6.662139698492e-02 
       5.377455818403e+07       2.530598448432e-13       8.346333477675e-03       6.444351841376e+09       1.382629224535e+04       2.571158639912e-04       7.435027706432e+11       4.818742676175e-03       2.300840470261e+19       3.872608417642e+14       2.078065816261e+15       4.199750174474e-08       1.590604781828e+19       2.612688537825e+18       6.427007679156e+13       4.152967065545e+19       2.612688537825e+18       0.000000000000e+00       6.427007679156e+13       4.152967065545e+19       1.384238035291e+19      -6.218019017777e+21       1.726816702202e-04       6.657467720249e-02 
       5.319963198851e+07       2.585589294955e-13       8.436511561740e-03       6.307292051922e+09       1.382629215517e+04       2.598945026210e-04       7.355536682470e+11       4.870806686990e-03       2.204010284705e+19       3.749720670884e+14       2.012123485347e+15       4.199750174474e-08       1.523664653574e+19       2.502734319275e+18       6.223062325816e+13       3.978193302824e+19       2.502734319275e+18       0.000000000000e+00       6.223062325816e+13       3.978193302824e+19       1.325982790069e+19      -5.892655817240e+21       1.728052438241e-04       6.652803456809e-02 
       5.263085256826e+07       2.641775112837e-13       8.527664167559e-03       6.173147299983e+09       1.382629206402e+04       2.627031698448e-04       7.276895530133e+11       4.923433330356e-03       2.111255168653e+19       3.630732465902e+14       1.948273672857e+15       4.199750174474e-08       1.459541680671e+19       2.397407491246e+18       6.025588678940e+13       3.810774758729e+19       2.397407491246e+18       0.000000000000e+00       6.025588678940e+13       3.810774758729e+19       1.270179199483e+19      -5.584317546261e+21       1.729288192311e-04       6.648146903646e-02 
       5.206815420553e+07       2.699181869013e-13       8.619801823443e-03       6.041855587245e+09       1.382629197188e+04       2.655421901794e-04       7.199095163089e+11       4.976628686162e-03       2.022403624021e+19       3.515520060283e+14       1.886449977842e+15       4.199750174474e-08       1.398117303973e+19       2.296513311388e+18       5.834381374770e+13       3.650401893712e+19       2.296513311388e+18       0.000000000000e+00       5.834381374770e+13       3.650401893712e+19       1.216724086378e+19      -5.292113358862e+21       1.730523964620e-04       6.643498056382e-02 
       5.151147188523e+07       2.757836094697e-13       8.712935175936e-03       5.913356234003e+09       1.382629187875e+04       2.684118916489e-04       7.122126592154e+11       5.030398899992e-03       1.937291370166e+19       3.403963638280e+14       1.826588106424e+15       4.199750174474e-08       1.339277953865e+19       2.199865233024e+18       5.649241566261e+13       3.496778195022e+19       2.199865233024e+18       0.000000000000e+00       5.649241566261e+13       3.496778195022e+19       1.165518615778e+19      -5.015199023481e+21       1.731759755378e-04       6.638856910791e-02 
       5.096074128732e+07       2.817764897639e-13       8.807074984361e-03       5.787589851119e+09       1.382629178461e+04       2.713126058222e-04       7.045980924247e+11       5.084750183838e-03       1.855761040153e+19       3.295947186204e+14       1.768625804935e+15       4.199750174474e-08       1.282914840272e+19       2.107284560237e+18       5.469976716294e+13       3.349619628478e+19       2.107284560237e+18       0.000000000000e+00       5.469976716294e+13       3.349619628478e+19       1.116468112150e+19      -4.752774483826e+21       1.732995564798e-04       6.634223462800e-02 
       5.041589877948e+07       2.878995974640e-13       8.902232126275e-03       5.664498312572e+09       1.382629168945e+04       2.742446678514e-04       6.970649361372e+11       5.139688816809e-03       1.777661889782e+19       3.191358371776e+14       1.712502795174e+15       4.199750174474e-08       1.228923751520e+19       2.018600117476e+18       5.296400397444e+13       3.208654113313e+19       2.018600117476e+18       0.000000000000e+00       5.296400397444e+13       3.208654113313e+19       1.069481884350e+19      -4.504081547356e+21       1.734231393096e-04       6.629597708489e-02 
       4.987688140967e+07       2.941557624374e-13       8.998417592011e-03       5.544024728592e+09       1.382629159327e+04       2.772084165105e-04       6.896123199591e+11       5.195221145868e-03       1.702849518882e+19       3.090088427307e+14       1.658160711720e+15       4.199750174474e-08       1.177204861648e+19       1.933647933062e+18       5.128332098102e+13       3.073621019124e+19       1.933647933062e+18       0.000000000000e+00       5.128332098102e+13       3.073621019124e+19       1.024473057945e+19      -4.268401694717e+21       1.735467240490e-04       6.624979644097e-02 
       4.934362689893e+07       3.005478760355e-13       9.095642495595e-03       5.426113419368e+09       1.382629149604e+04       2.802041942348e-04       6.822393828027e+11       5.251353586552e-03       1.631185604318e+19       2.992032036585e+14       1.605543041238e+15       4.199750174474e-08       1.127662545845e+19       1.852270936013e+18       4.965597034756e+13       2.944270683985e+19       1.852270936013e+18       0.000000000000e+00       4.965597034756e+13       2.944270683985e+19       9.813584145878e+18      -4.045054003801e+21       1.736703107200e-04       6.620369266010e-02 
       4.881607363412e+07       3.070788924449e-13       9.193918071105e-03       5.310709889317e+09       1.382629139776e+04       2.832323471601e-04       6.749452727864e+11       5.308092623723e-03       1.562537644242e+19       2.897087225349e+14       1.554595063704e+15       4.199750174474e-08       1.080205203639e+19       1.774318665635e+18       4.808025970217e+13       2.820363952849e+19       1.774318665635e+18       0.000000000000e+00       4.808025970217e+13       2.820363952849e+19       9.400582381481e+18      -3.833393182431e+21       1.737938993448e-04       6.615766570779e-02 
       4.829416066086e+07       3.137518300464e-13       9.293255670855e-03       5.197760801891e+09       1.382629129843e+04       2.862932251629e-04       6.677291471364e+11       5.365444812312e-03       1.496778713110e+19       2.805155255243e+14       1.505263795500e+15       4.199750174474e-08       1.034745089537e+19       1.699646993327e+18       4.655455037628e+13       2.701671735367e+19       1.699646993327e+18       0.000000000000e+00       4.655455037628e+13       2.701671735367e+19       9.004961673267e+18      -3.632807703992e+21       1.739174899461e-04       6.611171555109e-02 
       4.777782767644e+07       3.205697728108e-13       9.393666769029e-03       5.087213954930e+09       1.382629119802e+04       2.893871819009e-04       6.605901720893e+11       5.423416778080e-03       1.433787226999e+19       2.716140521130e+14       1.457497934314e+15       4.199750174474e-08       9.911981507913e+18       1.628117856096e+18       4.507725570042e+13       2.587974582324e+19       1.628117856096e+18       0.000000000000e+00       4.507725570042e+13       2.587974582324e+19       8.625990544666e+18      -3.442718040605e+21       1.740410825467e-04       6.606584215866e-02 
       4.726701502287e+07       3.275358717208e-13       9.495162970779e-03       4.979018256537e+09       1.382629109652e+04       2.925145748534e-04       6.535275227961e+11       5.482015218379e-03       1.373446718810e+19       2.629950451667e+14       1.411247805786e+15       4.199750174474e-08       9.494838719856e+18       1.559599001290e+18       4.364683935422e+13       2.479062279893e+19       1.559599001290e+18       0.000000000000e+00       4.364683935422e+13       2.479062279893e+19       8.262968303081e+18      -3.262574988767e+21       1.741646771696e-04       6.602004550077e-02 
       4.676166368001e+07       3.346533462267e-13       9.597755997675e-03       4.873123701460e+09       1.382629099393e+04       2.956757653634e-04       6.465403832262e+11       5.541246902923e-03       1.315645622926e+19       2.546495413037e+14       1.366465311853e+15       4.199750174474e-08       9.095251261729e+18       1.493963742071e+18       4.226181376864e+13       2.374733460973e+19       1.493963742071e+18       0.000000000000e+00       4.226181376864e+13       2.374733460973e+19       7.915223744355e+18      -3.091858082594e+21       1.742882738381e-04       6.597432554926e-02 
       4.626171525870e+07       3.419254857413e-13       9.701457705887e-03       4.769481347982e+09       1.382629089023e+04       2.988711186785e-04       6.396279460738e+11       5.601118674580e-03       1.260277068939e+19       2.465688615735e+14       1.323103880723e+15       4.199750174474e-08       8.712480322703e+18       1.431090723177e+18       4.092073857905e+13       2.274795232875e+19       1.431090723177e+18       0.000000000000e+00       4.092073857905e+13       2.274795232875e+19       7.582113911757e+18      -2.930074090096e+21       1.744118725759e-04       6.592868227765e-02 
       4.576711199406e+07       3.493556511556e-13       9.806280073462e-03       4.668043295305e+09       1.382629078540e+04       3.021010039938e-04       6.327894126643e+11       5.661637450152e-03       1.207238684047e+19       2.387446024304e+14       1.281118418447e+15       4.199750174474e-08       8.345818184583e+18       1.370863696548e+18       3.962221912721e+13       2.179062820684e+19       1.370863696548e+18       0.000000000000e+00       3.962221912721e+13       2.179062820684e+19       7.263022907200e+18      -2.776755588136e+21       1.745354734069e-04       6.588311566106e-02 
       4.527779673880e+07       3.569472763947e-13       9.912235209413e-03       4.568762661404e+09       1.382629067945e+04       3.053657944940e-04       6.260239928619e+11       5.722810221180e-03       1.156432403778e+19       2.311686269949e+14       1.240465262022e+15       4.199750174474e-08       7.994586913283e+18       1.313171306387e+18       3.836490501099e+13       2.087359225624e+19       1.313171306387e+18       0.000000000000e+00       3.836490501099e+13       2.087359225624e+19       6.957360752482e+18      -2.631459611955e+21       1.746590763551e-04       6.583762567630e-02 
       4.479371295661e+07       3.647038699946e-13       1.001933535917e-02       4.471593561367e+09       1.382629057235e+04       3.086658673969e-04       6.193309049787e+11       5.784644054748e-03       1.107764290674e+19       2.238330565915e+14       1.201102133985e+15       4.199750174474e-08       7.658137105370e+18       1.257906883274e+18       3.714748867995e+13       1.999514897806e+19       1.257906883274e+18       0.000000000000e+00       3.714748867995e+13       1.999514897806e+19       6.664562298461e+18      -2.493766375359e+21       1.747826814451e-04       6.579221230180e-02 
       4.431480471563e+07       3.726290167347e-13       1.012759289188e-02       4.376491086183e+09       1.382629046409e+04       3.120016039970e-04       6.127093756840e+11       5.847146094299e-03       1.061144360607e+19       2.167302625550e+14       1.162988098443e+15       4.199750174474e-08       7.335846687364e+18       1.204968246939e+18       3.596870407555e+13       1.915367422744e+19       1.204968246939e+18       0.000000000000e+00       3.596870407555e+13       1.915367422744e+19       6.384086180125e+18      -2.363278057884e+21       1.749062887015e-04       6.574687551768e-02 
       4.384101668200e+07       3.807263792929e-13       1.023702031489e-02       4.283411281987e+09       1.382629035466e+04       3.153733897090e-04       6.061586399152e+11       5.910323560463e-03       1.016486416405e+19       2.098528582974e+14       1.126083518503e+15       4.199750174474e-08       7.027119765559e+18       1.154257517339e+18       3.482732531453e+13       1.834761221065e+19       1.154257517339e+18       0.000000000000e+00       3.482732531453e+13       1.834761221065e+19       6.115413815649e+18      -2.239617655410e+21       1.750298981494e-04       6.570161530576e-02 
       4.337229411344e+07       3.889996999358e-13       1.034763027201e-02       4.192311129745e+09       1.382629024405e+04       3.187816141131e-04       5.996779407892e+11       5.974183751890e-03       9.737078884766e+18       2.031936916258e+14       1.090350015054e+15       4.199750174474e-08       6.731385524260e+18       1.105680933683e+18       3.372216541403e+13       1.757547260858e+19       1.105680933683e+18       0.000000000000e+00       3.372216541403e+13       1.757547260858e+19       5.858048447570e+18      -2.122427890929e+21       1.751535098139e-04       6.565643164956e-02 
       4.290858285297e+07       3.974528022526e-13       1.045943554163e-02       4.103148525374e+09       1.382629013225e+04       3.222266709995e-04       5.932665295150e+11       6.038734046091e-03       9.327296821485e+18       1.967458373048e+14       1.055750426849e+15       4.199750174474e-08       6.448097170380e+18       1.059148681074e+18       3.265207505720e+13       1.683582782128e+19       1.059148681074e+18       0.000000000000e+00       3.265207505720e+13       1.683582782128e+19       5.611514224313e+18      -2.011370182299e+21       1.752771237208e-04       6.561132453431e-02 
       4.244982932260e+07       4.060895929057e-13       1.057244903859e-02       4.015882260280e+09       1.382629001923e+04       3.257089584142e-04       5.869236653076e+11       6.103981900288e-03       8.934760314225e+18       1.905025898542e+14       1.022248771866e+15       4.199750174474e-08       6.176730922454e+18       1.014574724450e+18       3.161594139791e+13       1.612731032843e+19       1.014574724450e+18       0.000000000000e+00       3.161594139791e+13       1.612731032843e+19       5.375355320376e+18      -1.906123664023e+21       1.754007398958e-04       6.556629394695e-02 
       4.199598051718e+07       4.149140634580e-13       1.068668382140e-02       3.930472002313e+09       1.382628990500e+04       3.292288787046e-04       5.806486153015e+11       6.169934852281e-03       8.558743588899e+18       1.844574565761e+14       9.898102098805e+14       4.199750174474e-08       5.916785042207e+18       9.718766495083e+17       3.061268690352e+13       1.544861016097e+19       9.718766495083e+17       0.000000000000e+00       3.061268690352e+13       1.544861016097e+19       5.149135093538e+18      -1.806384260201e+21       1.755243583651e-04       6.552133987616e-02 
       4.154698399825e+07       4.239302922074e-13       1.080215308502e-02       3.846878277127e+09       1.382628978953e+04       3.327868385663e-04       5.744406544670e+11       6.236600521315e-03       8.198551415408e+18       1.786041508021e+14       9.584010062399e+14       4.199750174474e-08       5.667778906868e+18       9.309755103265e+17       2.964126823422e+13       1.479847247903e+19       9.309755103265e+17       0.000000000000e+00       2.964126823422e+13       1.479847247903e+19       4.932435277534e+18      -1.711863806001e+21       1.756479791551e-04       6.547646231241e-02 
       4.110278788799e+07       4.331424460740e-13       1.091887017174e-02       3.765062449933e+09       1.382628967281e+04       3.363832490903e-04       5.682990655258e+11       6.303986608960e-03       7.853517822204e+18       1.729365853561e+14       9.279884967771e+14       4.199750174474e-08       5.429252120532e+18       8.917956833988e+17       2.870067515805e+13       1.417569525189e+19       8.917956833988e+17       0.000000000000e+00       2.870067515805e+13       1.417569525189e+19       4.724855208712e+18      -1.622289215095e+21       1.757716022927e-04       6.543166124789e-02 
       4.066334086324e+07       4.425547825198e-13       1.103684856389e-02       3.684986707647e+09       1.382628955483e+04       3.400185258097e-04       5.622231388684e+11       6.372100900002e-03       7.523004864952e+18       1.674488662236e+14       8.985410538426e+14       4.199750174474e-08       5.200763662920e+18       8.542647278121e+17       2.778992950029e+13       1.357912703553e+19       8.542647278121e+17       0.000000000000e+00       2.778992950029e+13       1.357912703553e+19       4.526011085228e+18      -1.537401690662e+21       1.758952278049e-04       6.538693667661e-02 
       4.022859214955e+07       4.521716515174e-13       1.115610189117e-02       3.606614041411e+09       1.382628943558e+04       3.436930887486e-04       5.562121724719e+11       6.440951263337e-03       7.206401447016e+18       1.621352864220e+14       8.700280534129e+14       4.199750174474e-08       4.981891073959e+18       8.183132513073e+17       2.690808412617e+13       1.300766484371e+19       8.183132513073e+17       0.000000000000e+00       2.690808412617e+13       1.300766484371e+19       4.335535257427e+18      -1.456955977674e+21       1.760188557192e-04       6.534228859433e-02 
       3.979849151532e+07       4.619974975688e-13       1.127664393243e-02       3.529908229490e+09       1.382628931504e+04       3.474073624703e-04       5.502654718192e+11       6.510545652886e-03       6.903122189577e+18       1.569903200661e+14       8.424198432430e+14       4.199750174474e-08       4.772229672681e+18       7.838747819779e+17       2.605422195597e+13       1.246025210862e+19       7.838747819779e+17       0.000000000000e+00       2.605422195597e+13       1.246025210862e+19       4.153075548079e+18      -1.380719654307e+21       1.761424860631e-04       6.529771699865e-02 
       3.937298926599e+07       4.720368617531e-13       1.139848861203e-02       3.454833820528e+09       1.382628919319e+04       3.511617761259e-04       5.443823498184e+11       6.580892108510e-03       6.612606349313e+18       1.520086166210e+14       8.156877120292e+14       4.199750174474e-08       4.571391808999e+18       7.508856453678e+17       2.522745501121e+13       1.193587672746e+19       7.508856453678e+17       0.000000000000e+00       2.522745501121e+13       1.193587672746e+19       3.978294601227e+18      -1.308472460436e+21       1.762661188647e-04       6.525322188899e-02 
       3.895203623833e+07       4.822943838295e-13       1.152165000713e-02       3.381356117166e+09       1.382628907003e+04       3.549567635047e-04       5.385621267238e+11       6.651998756941e-03       6.334316781614e+18       1.471849953379e+14       7.898038595507e+14       4.199750174474e-08       4.379006146961e+18       7.192848467414e+17       2.442692349126e+13       1.143356919110e+19       7.192848467414e+17       0.000000000000e+00       2.442692349126e+13       1.143356919110e+19       3.810869258439e+18      -1.240005661255e+21       1.763897541523e-04       6.520880326660e-02 
       3.853558379470e+07       4.927748043660e-13       1.164614234767e-02       3.309441160005e+09       1.382628894554e+04       3.587927630838e-04       5.328041300569e+11       6.723873812715e-03       6.067738947444e+18       1.425144398665e+14       7.647413677587e+14       4.199750174474e-08       4.194716978181e+18       6.890139583083e+17       2.365179487913e+13       1.095240079154e+19       6.890139583083e+17       0.000000000000e+00       2.365179487913e+13       1.095240079154e+19       3.650489961311e+18      -1.175121444208e+21       1.765133919547e-04       6.516446113458e-02 
       3.812358381749e+07       5.034829669480e-13       1.177198001096e-02       3.239055711911e+09       1.382628881970e+04       3.626702180787e-04       5.271076945291e+11       6.796525579125e-03       5.812379961986e+18       1.379920930380e+14       7.404741727827e+14       4.199750174474e-08       4.018183564152e+18       6.600170111944e+17       2.290126307575e+13       1.049148190486e+19       6.600170111944e+17       0.000000000000e+00       2.290126307575e+13       1.049148190486e+19       3.496860179111e+18      -1.113632347468e+21       1.766370323008e-04       6.512019549788e-02 
       3.771598870354e+07       5.144238204121e-13       1.189917753982e-02       3.170167242651e+09       1.382628869251e+04       3.665895764949e-04       5.214721619646e+11       6.869962449181e-03       5.567767683336e+18       1.336132518139e+14       7.169770378256e+14       4.199750174474e-08       3.849079506246e+18       6.322403919590e+17       2.217454756162e+13       1.004996034638e+19       6.322403919590e+17       0.000000000000e+00       2.217454756162e+13       1.004996034638e+19       3.349695860514e+18      -1.055360718327e+21       1.767606752200e-04       6.507600636336e-02 
       3.731275135860e+07       5.256024211316e-13       1.202774962803e-02       3.102743913863e+09       1.382628856393e+04       3.705512911793e-04       5.158968812246e+11       6.944192906575e-03       5.333449839541e+18       1.293733623953e+14       6.942255269178e+14       4.199750174474e-08       3.687092142226e+18       6.056327434668e+17       2.147089258509e+13       9.627019795015e+18       6.056327434668e+17       0.000000000000e+00       2.147089258509e+13       9.627019795015e+18       3.208724908411e+18      -1.000138199926e+21       1.768843207418e-04       6.503189373975e-02 
       3.691382519196e+07       5.370239353558e-13       1.215771112584e-02       3.036754564336e+09       1.382628843397e+04       3.745558198728e-04       5.103812081316e+11       7.019225526664e-03       5.108993192376e+18       1.252680154868e+14       6.721959795058e+14       4.199750174474e-08       3.531921968149e+18       5.801448699324e+17       2.078956637647e+13       9.221878284018e+18       5.801448699324e+17       0.000000000000e+00       2.078956637647e+13       9.221878284018e+18       3.073686676819e+18      -9.478052448356e+20       1.770079688964e-04       6.498785763773e-02 
       3.651916411102e+07       5.486936415807e-13       1.228907705081e-02       2.972168695612e+09       1.382628830261e+04       3.786036252629e-04       5.049245053955e+11       7.095068977456e-03       4.893982736320e+18       1.212929417112e+14       6.508654858455e+14       4.199750174474e-08       3.383282084608e+18       5.557296459606e+17       2.012986038698e+13       8.833786755177e+18       5.557296459606e+17       0.000000000000e+00       2.012986038698e+13       8.833786755177e+18       2.944331488963e+18      -8.982106540959e+20       1.771316197140e-04       6.494389806984e-02 
       3.612872251597e+07       5.606169330136e-13       1.242186257696e-02       2.908956457887e+09       1.382628816982e+04       3.826951750373e-04       4.995261425396e+11       7.171732020617e-03       4.688020931236e+18       1.174440071697e+14       6.302118631778e+14       4.199750174474e-08       3.240897666273e+18       5.323419294141e+17       1.949108855189e+13       8.462027673882e+18       5.323419294141e+17       0.000000000000e+00       1.949108855189e+13       8.462027673882e+18       2.820420175641e+18      -8.512111403765e+20       1.772552732253e-04       6.490001505062e-02 
       3.574245529454e+07       5.727993200531e-13       1.255608304564e-02       2.847088636217e+09       1.382628803560e+04       3.868309419382e-04       4.941854958281e+11       7.249223512477e-03       4.490726967344e+18       1.137172091424e+14       6.102136326587e+14       4.199750174474e-08       3.104505453753e+18       5.099384779490e+17       1.887258657707e+13       8.105913702475e+18       5.099384779490e+17       0.000000000000e+00       1.887258657707e+13       8.105913702475e+18       2.701723633015e+18      -8.066709139904e+20       1.773789294615e-04       6.485620859654e-02 
       3.536031781675e+07       5.852464328397e-13       1.269175396374e-02       2.786536637015e+09       1.382628789993e+04       3.910114038163e-04       4.889019481936e+11       7.327552405057e-03       4.301736061130e+18       1.101086719262e+14       5.908499970232e+14       4.199750174474e-08       2.973853266854e+18       4.884778690627e+17       1.827371124814e+13       7.764786429427e+18       4.884778690627e+17       0.000000000000e+00       1.827371124814e+13       7.764786429427e+18       2.588022399016e+18      -7.644612905734e+20       1.775025884539e-04       6.481247872606e-02 
       3.498226592979e+07       5.979640238469e-13       1.282889100185e-02       2.727272474836e+09       1.382628776279e+04       3.952370436868e-04       4.836748891661e+11       7.406727747098e-03       4.120698780886e+18       1.066146428036e+14       5.721008189562e+14       4.199750174474e-08       2.848699538307e+18       4.679204235064e+17       1.769383976153e+13       7.438015152000e+18       4.679204235064e+17       0.000000000000e+00       1.769383976153e+13       7.438015152000e+18       2.479106247566e+18      -7.244603192908e+20       1.776262502342e-04       6.476882545961e-02 
       3.460825595292e+07       6.109579705454e-13       1.296751000518e-02       2.669268759443e+09       1.382628762417e+04       3.995083497843e-04       4.785037148024e+11       7.486758685110e-03       3.947280400633e+18       1.032314881408e+14       5.539466001513e+14       4.199750174474e-08       2.728812867130e+18       4.482281319202e+17       1.713236907684e+13       7.124995710141e+18       4.482281319202e+17       0.000000000000e+00       1.713236907684e+13       7.124995710141e+18       2.374773799894e+18      -6.865524304990e+20       1.777499148347e-04       6.472524881963e-02 
       3.423824467239e+07       6.242342781275e-13       1.310762698631e-02       2.612498683147e+09       1.382628748406e+04       4.038258156201e-04       4.733878276162e+11       7.567654464426e-03       3.781160281235e+18       9.995568960809e+13       5.363684610328e+14       4.199750174474e-08       2.613971590785e+18       4.293645845574e+17       1.658871528967e+13       6.825149369443e+18       4.293645845574e+17       0.000000000000e+00       1.658871528967e+13       6.825149369443e+18       2.274832152193e+18      -6.506281018432e+20       1.778735822878e-04       6.468174883059e-02 
       3.387218933648e+07       6.377990822746e-13       1.324925813242e-02       2.556936008415e+09       1.382628734242e+04       4.081899400386e-04       4.683266365095e+11       7.649424430271e-03       3.622031277560e+18       9.678384052167e+13       5.193481211223e+14       4.199750174474e-08       2.503963375333e+18       4.112949039640e+17       1.606231302440e+13       6.537921751131e+18       4.112949039640e+17       0.000000000000e+00       1.606231302440e+13       6.537921751131e+18       2.179096518952e+18      -6.165835418275e+20       1.779972526264e-04       6.463832551901e-02 
