#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_idr             17:theta_idr             18:delta_idm_dr          19:theta_idm_dr          20:delta_cdm             21:theta_cdm          
       8.078558840170e+01       2.065722240391e-04      -1.331177737824e+00       2.377792549864e-05       8.506615717036e-07       2.126653929259e-06       4.310978722568e-11       4.253307858518e-07      -9.983833033684e-01       2.377792611758e-05       5.998126013505e-01       6.675204605372e-01      -1.331177715930e+00       2.376933051509e-05       2.519098391545e-04      -1.331177716570e+00       2.376981813955e-05      -9.983832888631e-01       2.377126822248e-05      -9.983833255714e-01       2.378950659885e-05 
       8.152358116270e+01       2.087039819631e-04      -1.331314553967e+00       2.397507098288e-05       8.754355626230e-07       2.188588906557e-06       4.528601269316e-11       4.377177813115e-07      -9.984859154762e-01       2.397507185638e-05       5.999203083579e-01       6.674921300613e-01      -1.331314523495e+00       2.396622982270e-05       2.566062463519e-04      -1.331314524706e+00       2.396690511906e-05      -9.984858962365e-01       2.396889952785e-05      -9.984859463358e-01       2.398695177604e-05 
       8.226157392371e+01       2.108401697945e-04      -1.331469772318e+00       2.417226931240e-05       9.007188335033e-07       2.251797083758e-06       4.755283159149e-11       4.503594167517e-07      -9.986023292404e-01       2.417227045435e-05       6.000245332814e-01       6.674592475372e-01      -1.331469733023e+00       2.416317691626e-05       2.613413718424e-04      -1.331469734993e+00       2.416404337390e-05      -9.986023056252e-01       2.416658512225e-05      -9.986023689793e-01       2.418445467521e-05 
       8.299956668471e+01       2.129807875308e-04      -1.331642542653e+00       2.436951466888e-05       9.265185543876e-07       2.316296385969e-06       4.991334093826e-11       4.632592771938e-07      -9.987319069928e-01       2.436951609363e-05       6.001254054223e-01       6.674220255334e-01      -1.331642494286e+00       2.436016592250e-05       2.661152237690e-04      -1.331642497204e+00       2.436122705881e-05      -9.987318793620e-01       2.436431930215e-05      -9.987319558373e-01       2.438200949833e-05 
       8.373755944572e+01       2.151258351694e-04      -1.331832057094e+00       2.456680147980e-05       9.528416226255e-07       2.382104056564e-06       5.237068901653e-11       4.764208113128e-07      -9.988740428244e-01       2.456680320213e-05       6.002230484376e-01       6.673806660303e-01      -1.331831999399e+00       2.455719121380e-05       2.709278091376e-04      -1.331832003459e+00       2.455845057420e-05      -9.988740115392e-01       2.456209660612e-05      -9.988741010045e-01       2.457961069300e-05 
       8.447555220673e+01       2.172753127083e-04      -1.332037547771e+00       2.476412440830e-05       9.796947703063e-07       2.449236925766e-06       5.492808529392e-11       4.898473851532e-07      -9.990281608334e-01       2.476412644347e-05       6.003175805734e-01       6.673353610047e-01      -1.332037480489e+00       2.475424739803e-05       2.757791338800e-04      -1.332037485886e+00       2.475570855603e-05      -9.990281262562e-01       2.475991180485e-05      -9.990282285828e-01       2.477725294233e-05 
       8.521354496773e+01       2.194292201475e-04      -1.332258284860e+00       2.496147834795e-05       1.007084713653e-06       2.517711784133e-06       5.758881968764e-11       5.035423568266e-07      -9.991937136519e-01       2.496148071168e-05       6.004091148064e-01       6.672862929210e-01      -1.332258207726e+00       2.495132931332e-05       2.806692028909e-04      -1.332258214662e+00       2.495299587053e-05      -9.991936761465e-01       2.495775989612e-05      -9.991937912078e-01       2.497493115966e-05 
       8.645841742381e+01       2.230725466417e-04      -1.332663275444e+00       2.529443895197e-05       1.054521756468e-06       2.636304391171e-06       6.232056570093e-11       5.272608782341e-07      -9.994974565936e-01       2.529444190689e-05       6.005570210850e-01       6.671954723072e-01      -1.332663181076e+00       2.528381893664e-05       2.890057551041e-04      -1.332663191071e+00       2.528584020864e-05      -9.994974149769e-01       2.529155859583e-05      -9.994975512392e-01       2.530845005413e-05 
       8.770328987990e+01       2.267284781054e-04      -1.333106579556e+00       2.562745200492e-05       1.103535936492e-06       2.758839841229e-06       6.737244271810e-11       5.517679682459e-07      -9.998299346816e-01       2.562745559950e-05       6.006971897905e-01       6.670952114877e-01      -1.333106467159e+00       2.561634555846e-05       2.974525741286e-04      -1.333106480811e+00       2.561873200871e-05      -9.998298899999e-01       2.562541584869e-05      -9.998300471201e-01       2.564203565035e-05 
       8.894816233598e+01       2.303970144413e-04      -1.333585307508e+00       2.596049647841e-05       1.154159011350e-06       2.885397528374e-06       7.276172884627e-11       5.770795056749e-07      -1.000188980650e+00       2.596050076354e-05       6.008300794257e-01       6.669862329017e-01      -1.333585176261e+00       2.594888788104e-05       3.060096653162e-04      -1.333585194185e+00       2.595165010844e-05      -1.000188933958e+00       2.595931106805e-05      -1.000189111603e+00       2.597566701127e-05 
       9.019303479206e+01       2.340781557561e-04      -1.334096830756e+00       2.629355348244e-05       1.206422841632e-06       3.016057104080e-06       7.850638768962e-11       6.032114208160e-07      -1.000572623092e+00       2.629355851152e-05       6.009561087434e-01       6.668691936943e-01      -1.334096679813e+00       2.628142674365e-05       3.146770272540e-04      -1.334096702640e+00       2.628457548278e-05      -1.000572575451e+00       2.629322578395e-05      -1.000572773296e+00       2.630932533670e-05 
       9.143790724814e+01       2.377719019889e-04      -1.334638696825e+00       2.662660483080e-05       1.260359296653e-06       3.150898241633e-06       8.462508206193e-11       6.301796483267e-07      -1.000979022651e+00       2.662661065984e-05       6.010756736519e-01       6.667447069853e-01      -1.334638525313e+00       2.661394368812e-05       3.234546522260e-04      -1.334638553695e+00       2.661748980930e-05      -1.000978975133e+00       2.662714221002e-05      -1.000979192864e+00       2.664299252869e-05 
       9.268277970422e+01       2.414782530970e-04      -1.335208643151e+00       2.695963359146e-05       1.316000472881e-06       3.290001182203e-06       9.113721799413e-11       6.580002364406e-07      -1.001406482403e+00       2.695964027913e-05       6.011891424845e-01       6.666133384102e-01      -1.335208450169e+00       2.694642150915e-05       3.323425265899e-04      -1.335208484774e+00       2.695037601860e-05      -1.001406436089e+00       2.696104379510e-05      -1.001406673400e+00       2.697665174189e-05 
       9.392765216031e+01       2.451972092691e-04      -1.335804618571e+00       2.729262481365e-05       1.373378784124e-06       3.433446960310e-06       9.806297237807e-11       6.866893920620e-07      -1.001853463977e+00       2.729263242135e-05       6.012968498244e-01       6.664756007471e-01      -1.335804403190e+00       2.727884498147e-05       3.413406312497e-04      -1.335804444706e+00       2.728321902141e-05      -1.001853419957e+00       2.729491595162e-05      -1.001853676551e+00       2.731028811065e-05 
       9.598461552286e+01       2.513698425647e-04      -1.336841243595e+00       2.784271962094e-05       1.472081363188e-06       3.680203407969e-06       1.104693601422e-10       7.360406815939e-07      -1.002630932762e+00       2.784272889109e-05       6.014630565772e-01       6.662353463983e-01      -1.336840989094e+00       2.782796409562e-05       3.564501184642e-04      -1.336841043583e+00       2.783305612512e-05      -1.002630894950e+00       2.784648505864e-05      -1.002631182774e+00       2.786148134619e-05 
       9.804157888541e+01       2.575768906730e-04      -1.337935823103e+00       2.839261123698e-05       1.575764533414e-06       3.939411333536e-06       1.241620288775e-10       7.878822667072e-07      -1.003451867414e+00       2.839262235836e-05       6.016157201743e-01       6.659809805369e-01      -1.337935526741e+00       2.837683211800e-05       3.718603564441e-04      -1.337935596216e+00       2.838267354368e-05      -1.003451838863e+00       2.839787552881e-05      -1.003452157162e+00       2.841251210354e-05 
       1.000985422480e+02       2.638183535326e-04      -1.339081407393e+00       2.894224548633e-05       1.684578851946e-06       4.211447129864e-06       1.392467471088e-10       8.422894259728e-07      -1.004311055657e+00       2.894225866168e-05       6.017560206182e-01       6.657142404303e-01      -1.339081066295e+00       2.892539361347e-05       3.875711752128e-04      -1.339081152855e+00       2.893201645619e-05      -1.004311039473e+00       2.894903455381e-05      -1.004311387522e+00       2.896332656248e-05 
       1.021555056105e+02       2.700942310047e-04      -1.340271839893e+00       2.949157358301e-05       1.798676745974e-06       4.496691864935e-06       1.558358843952e-10       8.993383729870e-07      -1.005203880061e+00       2.949158902970e-05       6.018850187686e-01       6.654366650282e-01      -1.340271451048e+00       2.947359852795e-05       4.035823756368e-04      -1.340271556881e+00       2.948103542286e-05      -1.005203879404e+00       2.949991461939e-05      -1.005204256509e+00       2.951387628030e-05 
       1.042124689731e+02       2.764045231124e-04      -1.341501691257e+00       3.004055238660e-05       1.918212596473e-06       4.795531491182e-06       1.740487151213e-10       9.591062982364e-07      -1.006126268618e+00       3.004057033732e-05       6.020036623943e-01       6.651496114421e-01      -1.341501251514e+00       3.002140244476e-05       4.198937322966e-04      -1.341501378897e+00       3.002968664122e-05      -1.006126286704e+00       3.005047376993e-05      -1.006126692199e+00       3.006411844789e-05 
       1.062694323356e+02       2.827492299035e-04      -1.342766146672e+00       3.058914334251e-05       2.043342743567e-06       5.108356858918e-06       1.940117273728e-10       1.021671371784e-06      -1.007074610219e+00       3.058916404595e-05       6.021128039154e-01       6.648542831218e-01      -1.342765652737e+00       3.056876552512e-05       4.365049962906e-04      -1.342765804042e+00       3.057793088648e-05      -1.007074650325e+00       3.060067455629e-05      -1.007075083571e+00       3.061401483005e-05 
       1.083263956982e+02       2.891283514012e-04      -1.344060921477e+00       3.113731181375e-05       2.174225536998e-06       5.435563842496e-06       2.158589500024e-10       1.087112768499e-06      -1.008045691369e+00       3.113733553534e-05       6.022132130452e-01       6.645517509551e-01      -1.344060369907e+00       3.111565184017e-05       4.534158977026e-04      -1.344060547597e+00       3.112573284346e-05      -1.008045756829e+00       3.115048337434e-05      -1.008046217213e+00       3.116353109734e-05 
       1.110409392496e+02       2.975994581072e-04      -1.345809630954e+00       3.186002301632e-05       2.356026906551e-06       5.890067266378e-06       2.478159241888e-10       1.178013453276e-06      -1.009357223547e+00       3.186005115690e-05       6.023335213811e-01       6.641430751491e-01      -1.345808997802e+00       3.183658571552e-05       4.761911007849e-04      -1.345809214244e+00       3.184792888780e-05      -1.009357327683e+00       3.187540765487e-05      -1.009357822981e+00       3.188808631783e-05 
       1.137554828010e+02       3.061305001565e-04      -1.347596806164e+00       3.258188071565e-05       2.548501999634e-06       6.371254999086e-06       2.836509527456e-10       1.274250999817e-06      -1.010697605037e+00       3.258191381021e-05       6.024412611069e-01       6.637254364721e-01      -1.347596084816e+00       3.255656628528e-05       4.994869287034e-04      -1.347596344692e+00       3.256923414691e-05      -1.010697753920e+00       3.259953531322e-05      -1.010698283154e+00       3.261186298775e-05 
       1.164700263523e+02       3.147214777847e-04      -1.349415843100e+00       3.330283117353e-05       2.752036142704e-06       6.880090356760e-06       3.237398935745e-10       1.376018071352e-06      -1.012061882836e+00       3.330286980173e-05       6.025376790763e-01       6.633004851283e-01      -1.349415026577e+00       3.327553678496e-05       5.233026263656e-04      -1.349415334797e+00       3.328959326291e-05      -1.012062082694e+00       3.332281450226e-05      -1.012062644934e+00       3.333480798298e-05 
       1.191845699037e+02       3.233723910159e-04      -1.351261008427e+00       3.402282730292e-05       2.967030764278e-06       7.417576910696e-06       3.684894177208e-10       1.483515382139e-06      -1.013445756945e+00       3.402287209175e-05       6.026238789744e-01       6.628696536087e-01      -1.351260089373e+00       3.399344708122e-05       5.476373987503e-04      -1.351260451080e+00       3.400895750713e-05      -1.013446014164e+00       3.404519987400e-05      -1.013446608525e+00       3.405687479641e-05 
       1.218991134551e+02       3.320832396612e-04      -1.353127311743e+00       3.474182778135e-05       3.193919915138e-06       7.984799787844e-06       4.183441515147e-10       1.596959957569e-06      -1.014845484563e+00       3.474187940829e-05       6.027008376998e-01       6.624341886310e-01      -1.353126282413e+00       3.471025278623e-05       5.724904158727e-04      -1.353126702989e+00       3.472728389440e-05      -1.014845805695e+00       3.476665170703e-05      -1.014846431333e+00       3.477802265205e-05 
       1.246136570065e+02       3.408540239041e-04      -1.355010466878e+00       3.545979818842e-05       3.433212759243e-06       8.583031898108e-06       4.738036910790e-10       1.716606379622e-06      -1.016257851064e+00       3.545985738579e-05       6.027693998245e-01       6.619951608213e-01      -1.355009319125e+00       3.542591639630e-05       5.978608172317e-04      -1.355009804198e+00       3.544453632150e-05      -1.016258242831e+00       3.548713705675e-05      -1.016258898939e+00       3.549821764356e-05 
       1.273282005579e+02       3.496847437384e-04      -1.356906725303e+00       3.617670836297e-05       3.685605695872e-06       9.214014239680e-06       5.354665632448e-10       1.842802847936e-06      -1.017680045054e+00       3.617677592538e-05       6.028302921734e-01       6.615535063655e-01      -1.356905450570e+00       3.614040465081e-05       6.237477156672e-04      -1.356906006016e+00       3.616068292592e-05      -1.017680514349e+00       3.620662712422e-05      -1.017681200156e+00       3.621743009297e-05 
       1.309062323699e+02       3.614160550791e-04      -1.359420709222e+00       3.712000181016e-05       4.039920148885e-06       1.009980037221e-05       6.274595928045e-10       2.019960074443e-06      -1.019565533257e+00       3.712008173344e-05       6.028998867400e-01       6.609687202356e-01      -1.359419253331e+00       3.708032463064e-05       6.586566903992e-04      -1.359419910942e+00       3.710289735794e-05      -1.019566115569e+00       3.715342246155e-05      -1.019566839401e+00       3.716387761551e-05 
       1.344842641818e+02       3.732514972230e-04      -1.361945414602e+00       3.806135862227e-05       4.421304935118e-06       1.105326233780e-05       7.334837257921e-10       2.210652467559e-06      -1.021459062603e+00       3.806145258941e-05       6.029584701151e-01       6.603823776350e-01      -1.361943760955e+00       3.801809538339e-05       6.944592931020e-04      -1.361944531978e+00       3.804308898193e-05      -1.021459770624e+00       3.809839881789e-05      -1.021460531271e+00       3.810852522996e-05 
       1.380622959938e+02       3.851910701697e-04      -1.364475480352e+00       3.900073869035e-05       4.831119589719e-06       1.207779897430e-05       8.552997599141e-10       2.415559794859e-06      -1.023356612279e+00       3.900084855995e-05       6.030073029034e-01       6.597958165025e-01      -1.364473611319e+00       3.895366958865e-05       7.311533326068e-04      -1.364474507611e+00       3.898121365902e-05      -1.023357459122e+00       3.904151845595e-05      -1.023358255440e+00       3.905133370281e-05 
