#scalar perturbations for mode k = 1.000000000000e+00 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_idr             17:theta_idr             18:delta_idm_dr          19:theta_idm_dr          20:delta_cdm             21:theta_cdm          
       7.002996899820e-02       1.560776890735e-07      -1.192553759539e+00       2.083728296144e-02       3.999921330199e-10       9.999803325499e-10       1.079757473416e-17       1.999960665100e-10      -8.944153196543e-01       2.083728296144e-02       6.108406979780e-01       7.021050525888e-01      -1.192553759422e+00       2.083273477970e-02       1.947939442369e-04      -1.192553759422e+00       2.083273854336e-02      -8.944153195668e-01       2.083273857985e-02      -8.944153198380e-01       2.084682123962e-02 
       7.003530417821e-02       1.560895815501e-07      -1.192558729960e+00       2.083895147313e-02       4.000851243244e-10       1.000212810811e-09       1.080173089155e-17       2.000425621622e-10      -8.944190474703e-01       2.083895147313e-02       6.108395153610e-01       7.021038470418e-01      -1.192558729811e+00       2.083440225174e-02       1.948235813379e-04      -1.192558729811e+00       2.083440705789e-02      -8.944190473585e-01       2.083440709439e-02      -8.944190477049e-01       2.084849193134e-02 
       7.005283195351e-02       1.561286521474e-07      -1.192575049617e+00       2.084443298136e-02       4.003907303109e-10       1.000976825777e-09       1.081539416437e-17       2.001953651555e-10      -8.944312872130e-01       2.084443298136e-02       6.108356321484e-01       7.020998888971e-01      -1.192575049362e+00       2.083988034329e-02       1.949209653977e-04      -1.192575049362e+00       2.083988857546e-02      -8.944312870215e-01       2.083988861201e-02      -8.944312876149e-01       2.085398060403e-02 
       7.007035972881e-02       1.561677227487e-07      -1.192591354361e+00       2.084991435707e-02       4.006964893131e-10       1.001741223283e-09       1.082907119088e-17       2.003482446565e-10      -8.944435157705e-01       2.084991435707e-02       6.108317520852e-01       7.020959345128e-01      -1.192591353999e+00       2.084535830061e-02       1.950183750468e-04      -1.192591353999e+00       2.084536996051e-02      -8.944435154994e-01       2.084536999710e-02      -8.944435163398e-01       2.085946914777e-02 
       7.008788750411e-02       1.562067933543e-07      -1.192607644279e+00       2.085539560166e-02       4.010024013952e-10       1.002506003488e-09       1.084276198214e-17       2.005012006976e-10      -8.944557332090e-01       2.085539560166e-02       6.108278751529e-01       7.020919838669e-01      -1.192607643810e+00       2.085083612510e-02       1.951158102846e-04      -1.192607643811e+00       2.085085121444e-02      -8.944557328582e-01       2.085085125108e-02      -8.944557339459e-01       2.086495756397e-02 
       7.010541527942e-02       1.562458639645e-07      -1.192623919454e+00       2.086087671644e-02       4.013084666198e-10       1.003271166550e-09       1.085646654922e-17       2.006542333099e-10      -8.944679395906e-01       2.086087671644e-02       6.108240013339e-01       7.020880369386e-01      -1.192623918879e+00       2.085631381808e-02       1.952132711104e-04      -1.192623918880e+00       2.085633233858e-02      -8.944679391602e-01       2.085633237525e-02      -8.944679404951e-01       2.087044585395e-02 
       7.012294305472e-02       1.562849345791e-07      -1.192640179884e+00       2.086635770115e-02       4.016146850172e-10       1.004036712543e-09       1.087018490223e-17       2.008073425086e-10      -8.944801349133e-01       2.086635770115e-02       6.108201306295e-01       7.020840937286e-01      -1.192640179203e+00       2.086179137927e-02       1.953107575236e-04      -1.192640179204e+00       2.086181333265e-02      -8.944801344033e-01       2.086181336937e-02      -8.944801359856e-01       2.087593401744e-02 
       7.020268224482e-02       1.564626787575e-07      -1.192713966099e+00       2.089129069845e-02       4.030096996303e-10       1.007524249076e-09       1.093276815206e-17       2.015048498151e-10      -8.945354745744e-01       2.089129069845e-02       6.108025612338e-01       7.020662021284e-01      -1.192713964931e+00       2.088670878039e-02       1.957545758844e-04      -1.192713964936e+00       2.088674637263e-02      -8.945354737020e-01       2.088674640954e-02      -8.945354764116e-01       2.090089971851e-02 
       7.028242143492e-02       1.566404230000e-07      -1.192787442296e+00       2.091622088920e-02       4.044078860851e-10       1.011019715213e-09       1.099563783398e-17       2.022039430426e-10      -8.945905817223e-01       2.091622088920e-02       6.107850574286e-01       7.020483886953e-01      -1.192787440640e+00       2.091162333952e-02       1.961989237332e-04      -1.192787440650e+00       2.091167660618e-02      -8.945905804875e-01       2.091167664329e-02      -8.945905843270e-01       2.092586268734e-02 
       7.036216062501e-02       1.568181672895e-07      -1.192860605987e+00       2.094114820668e-02       4.058092463578e-10       1.014523115895e-09       1.105879488008e-17       2.029046231789e-10      -8.946454544904e-01       2.094114820668e-02       6.107676198162e-01       7.020306540514e-01      -1.192860603842e+00       2.093653498993e-02       1.966438010082e-04      -1.192860603858e+00       2.093660396661e-02      -8.946454528933e-01       2.093660400391e-02      -8.946454578653e-01       2.095082285731e-02 
       7.044189981511e-02       1.569959116147e-07      -1.192933456123e+00       2.096607261074e-02       4.072137829569e-10       1.018034457392e-09       1.112224023961e-17       2.036068914785e-10      -8.947000920923e-01       2.096607261074e-02       6.107502486842e-01       7.020129984588e-01      -1.192933453486e+00       2.096144369142e-02       1.970892076465e-04      -1.192933453510e+00       2.096152841375e-02      -8.947000901328e-01       2.096152845126e-02      -8.947000962399e-01       2.097578018835e-02 
       7.052163900521e-02       1.571736559703e-07      -1.193005993100e+00       2.099099408801e-02       4.086214989344e-10       1.021553747336e-09       1.118597487945e-17       2.043107494672e-10      -8.947544948248e-01       2.099099408801e-02       6.107329440035e-01       7.019954218183e-01      -1.193005989970e+00       2.098634943058e-02       1.975351435845e-04      -1.193005990004e+00       2.098644993425e-02      -8.947544925030e-01       2.098644997195e-02      -8.947544997478e-01       2.100073466716e-02 
       7.087207712804e-02       1.579548081034e-07      -1.193321144287e+00       2.110048533330e-02       4.148459283866e-10       1.037114820966e-09       1.146953072170e-17       2.074229641933e-10      -8.949908582155e-01       2.110048533330e-02       6.106576654880e-01       7.019190924318e-01      -1.193321138971e+00       2.109577108754e-02       1.995012177430e-04      -1.193321139068e+00       2.109594137116e-02      -8.949908543013e-01       2.109594140975e-02      -8.949908665775e-01       2.111037183393e-02 
       7.122251525087e-02       1.587359614808e-07      -1.193630583759e+00       2.120992422839e-02       4.211321996581e-10       1.052830499145e-09       1.175877875582e-17       2.105660998290e-10      -8.952229378191e-01       2.120992422839e-02       6.105836025450e-01       7.018442037613e-01      -1.193630576223e+00       2.120513970340e-02       2.014775085775e-04      -1.193630576417e+00       2.120538046060e-02      -8.952229323125e-01       2.120538050011e-02      -8.952229496715e-01       2.121995809959e-02 
       7.157295337371e-02       1.595171156113e-07      -1.193934329333e+00       2.131930944551e-02       4.274805688081e-10       1.068701422020e-09       1.205380250184e-17       2.137402844040e-10      -8.954507469996e-01       2.131930944551e-02       6.105107557517e-01       7.017707513457e-01      -1.193934319545e+00       2.131445394682e-02       2.034640109885e-04      -1.193934319868e+00       2.131476587482e-02      -8.954507399008e-01       2.131476591525e-02      -8.954507623943e-01       2.132949214351e-02 
       7.192339149654e-02       1.602982709722e-07      -1.194232631251e+00       2.142864407252e-02       4.338913850965e-10       1.084728462741e-09       1.235468906269e-17       2.169456925482e-10      -8.956744734385e-01       2.142864407252e-02       6.104390746489e-01       7.016986726187e-01      -1.194232619178e+00       2.142371690207e-02       2.054607200107e-04      -1.194232619663e+00       2.142410070166e-02      -8.956744647475e-01       2.142410074301e-02      -8.956744924279e-01       2.143897706074e-02 
       7.227382961937e-02       1.610794271379e-07      -1.194525517160e+00       2.153792704811e-02       4.403649102510e-10       1.100912275628e-09       1.266152378111e-17       2.201824551255e-10      -8.958941378698e-01       2.153792704811e-02       6.103685572778e-01       7.016279606628e-01      -1.194525502768e+00       2.153292750428e-02       2.074676307312e-04      -1.194525503449e+00       2.153338387987e-02      -8.958941275867e-01       2.153338392218e-02      -8.958941605068e-01       2.154841179713e-02 
       7.262426774220e-02       1.618605844420e-07      -1.194813194114e+00       2.164716075899e-02       4.469014801466e-10       1.117253700367e-09       1.297439506863e-17       2.234507400733e-10      -8.961098955858e-01       2.164716075899e-02       6.102991622610e-01       7.015585637082e-01      -1.194813177369e+00       2.164208813658e-02       2.094847383191e-04      -1.194813178281e+00       2.164261779619e-02      -8.961098837106e-01       2.164261783949e-02      -8.961099219238e-01       2.165779874656e-02 
       7.328182042247e-02       1.633263295524e-07      -1.195339225200e+00       2.185199148086e-02       4.593376588437e-10       1.148344147109e-09       1.357805531453e-17       2.296688294218e-10      -8.965044188997e-01       2.185199148086e-02       6.101719277179e-01       7.014318231039e-01      -1.195339203946e+00       2.184677982027e-02       2.132970852422e-04      -1.195339205383e+00       2.184744891120e-02      -8.965044040374e-01       2.184744895635e-02      -8.965044523283e-01       2.186292101389e-02 
       7.393937310274e-02       1.647920782136e-07      -1.195848022487e+00       2.205665502631e-02       4.719988287732e-10       1.179997071933e-09       1.420387033238e-17       2.359994143866e-10      -8.968860168651e-01       2.205665502631e-02       6.100484391792e-01       7.013094358265e-01      -1.195847996602e+00       2.205130180852e-02       2.171452856354e-04      -1.195847998688e+00       2.205211285950e-02      -8.968859990160e-01       2.205211290629e-02      -8.968860575778e-01       2.206788138014e-02 
       7.459692578302e-02       1.662578304748e-07      -1.196340341559e+00       2.226115680949e-02       4.848869980850e-10       1.212217495213e-09       1.485244228954e-17       2.424434990425e-10      -8.972552561690e-01       2.226115680949e-02       6.099285526457e-01       7.011912129440e-01      -1.196340310918e+00       2.225565949191e-02       2.210293098167e-04      -1.196340313778e+00       2.225661505548e-02      -8.972552353334e-01       2.225661510439e-02      -8.972553043627e-01       2.227268530678e-02 
       7.525447846329e-02       1.677235862611e-07      -1.196816876933e+00       2.246550156302e-02       4.980041640823e-10       1.245010410206e-09       1.552438378230e-17       2.490020820412e-10      -8.976126576998e-01       2.246550156302e-02       6.098121355772e-01       7.010769807923e-01      -1.196816841408e+00       2.245985757952e-02       2.249491289723e-04      -1.196816845170e+00       2.246096023343e-02      -8.976126338779e-01       2.246096028519e-02      -8.976127135749e-01       2.247733757375e-02 
       7.591203114356e-02       1.691893455063e-07      -1.197278284641e+00       2.266969374785e-02       5.113523220611e-10       1.278380805153e-09       1.622031820374e-17       2.556761610305e-10      -8.979587134811e-01       2.266969374785e-02       6.096990624645e-01       7.009665753294e-01      -1.197278244103e+00       2.266390050876e-02       2.289047150625e-04      -1.197278248897e+00       2.266515285423e-02      -8.979586866732e-01       2.266515290772e-02      -8.979587772415e-01       2.268184268930e-02 
       7.656958382383e-02       1.706551081986e-07      -1.197725189180e+00       2.287373766561e-02       5.249334678009e-10       1.312333669502e-09       1.694087992303e-17       2.624667339005e-10      -8.982938918850e-01       2.287373766561e-02       6.095892135858e-01       7.008598403983e-01      -1.197725143496e+00       2.286779255777e-02       2.328960408061e-04      -1.197725149455e+00       2.286919721599e-02      -8.982938620915e-01       2.286919726984e-02      -8.982939637384e-01       2.288620500240e-02 
       7.722713650410e-02       1.721208744075e-07      -1.198158220956e+00       2.307763816203e-02       5.387496140173e-10       1.346874035043e-09       1.768671492927e-17       2.693748070087e-10      -8.986186657172e-01       2.307763816203e-02       6.094824659493e-01       7.007566183652e-01      -1.198158169993e+00       2.307153854878e-02       2.369230797267e-04      -1.198158177250e+00       2.307309816627e-02      -8.986186329382e-01       2.307309822423e-02      -8.986187458747e-01       2.309042940608e-02 
       7.840321107111e-02       1.747424990165e-07      -1.198900012712e+00       2.344198425363e-02       5.640530466473e-10       1.410132616618e-09       1.908579041972e-17       2.820265233236e-10      -8.991750095340e-01       2.344198425363e-02       6.092989050534e-01       7.005802888644e-01      -1.198899951963e+00       2.343560164855e-02       2.442146733119e-04      -1.198899961888e+00       2.343744510220e-02      -8.991749714162e-01       2.343744516974e-02      -8.991751050821e-01       2.345536872068e-02 
       7.957928563813e-02       1.773641346652e-07      -1.199602354290e+00       2.380590792962e-02       5.901261001283e-10       1.475315250321e-09       2.057166997156e-17       2.950630500641e-10      -8.997017657173e-01       2.380590792962e-02       6.091242985771e-01       7.004139646571e-01      -1.199602283305e+00       2.379923368888e-02       2.516202891800e-04      -1.199602296348e+00       2.380136967215e-02      -8.997017222617e-01       2.380136974206e-02      -8.997018773642e-01       2.381990367406e-02 
       8.075536020515e-02       1.799857816348e-07      -1.200268103157e+00       2.416943106583e-02       6.169802453442e-10       1.542450613360e-09       2.214831911797e-17       3.084901226721e-10      -9.002010773678e-01       2.416943106583e-02       6.089580819214e-01       7.002569312155e-01      -1.200268021472e+00       2.416245641159e-02       2.591397932568e-04      -1.200268038100e+00       2.416489374080e-02      -9.002010285755e-01       2.416489381232e-02      -9.002012058431e-01       2.418405641268e-02 
       8.193143477216e-02       1.826074399607e-07      -1.200899869101e+00       2.453257376641e-02       6.446269434057e-10       1.611567358514e-09       2.381982169635e-17       3.223134717028e-10      -9.006749018257e-01       2.453257376642e-02       6.087997343099e-01       7.001085359400e-01      -1.200899776237e+00       2.452528978697e-02       2.667730576564e-04      -1.200899796930e+00       2.452803741315e-02      -9.006748476979e-01       2.452803749465e-02      -9.006750478809e-01       2.454784731129e-02 
       8.310750933918e-02       1.852291093335e-07      -1.201499966997e+00       2.489535299585e-02       6.730776033289e-10       1.682694008322e-09       2.559037989189e-17       3.365388016644e-10      -9.011249752481e-01       2.489535299585e-02       6.086487919088e-01       6.999681999655e-01      -1.201499862463e+00       2.488775064578e-02       2.745199600844e-04      -1.201499887713e+00       2.489081765037e-02      -9.011249157858e-01       2.489081773275e-02      -9.011251396564e-01       2.491129360496e-02 
       8.428358390619e-02       1.878507900604e-07      -1.202070646649e+00       2.525778721730e-02       7.023437079218e-10       1.755859269805e-09       2.746432087936e-17       3.511718539609e-10      -9.015529849867e-01       2.525778721730e-02       6.085047982845e-01       6.998353607025e-01      -1.202070529938e+00       2.524985731764e-02       2.823803838028e-04      -1.202070560254e+00       2.525325290990e-02      -9.015529201913e-01       2.525325299564e-02      -9.015531685441e-01       2.527441402744e-02 
       8.545965847321e-02       1.904724821464e-07      -1.202613954946e+00       2.561989313230e-02       7.324367218609e-10       1.831091804652e-09       2.944609503877e-17       3.662183609305e-10      -9.019604662098e-01       2.561989313230e-02       6.083673341166e-01       6.997095062962e-01      -1.202613825538e+00       2.561162637064e-02       2.903542174978e-04      -1.202613861442e+00       2.561535990124e-02      -9.019603960824e-01       2.561535999538e-02      -9.019606697345e-01       2.563722555078e-02 
       8.702367964302e-02       1.939589975679e-07      -1.203297195445e+00       2.610096107738e-02       7.737570769630e-10       1.934392692408e-09       3.225652749482e-17       3.868785384815e-10      -9.024728965837e-01       2.610096107738e-02       6.081939985631e-01       6.995521782799e-01      -1.203297048318e+00       2.609223167851e-02       3.011338577953e-04      -1.203297092489e+00       2.609642934358e-02      -9.024728193676e-01       2.609642944549e-02      -9.024731279698e-01       2.611926239124e-02 
       8.858770081282e-02       1.974455330425e-07      -1.203939346347e+00       2.658150895457e-02       8.165870525195e-10       2.041467631299e-09       3.527688520342e-17       4.082935262598e-10      -9.029545097603e-01       2.658150895458e-02       6.080306937390e-01       6.994053733261e-01      -1.203939180519e+00       2.657229990021e-02       3.121136428377e-04      -1.203939233942e+00       2.657697880368e-02      -9.029544254578e-01       2.657697891510e-02      -9.029547705508e-01       2.660081460110e-02 
       9.015172198262e-02       2.009320884535e-07      -1.204543995996e+00       2.706156686664e-02       8.609535634394e-10       2.152383908599e-09       3.851868400109e-17       4.304767817197e-10      -9.034079969968e-01       2.706156686664e-02       6.078766658200e-01       6.992681940856e-01      -1.204543810448e+00       2.705186082570e-02       3.232933478912e-04      -1.204543874145e+00       2.705703839153e-02      -9.034079056106e-01       2.705703851551e-02      -9.034082887906e-01       2.708191291925e-02 
       9.171574315243e-02       2.044186635304e-07      -1.205114321365e+00       2.754116105957e-02       9.068834710612e-10       2.267208677653e-09       4.199384995966e-17       4.534417355306e-10      -9.038357410240e-01       2.754116105958e-02       6.077312420182e-01       6.991398460665e-01      -1.205114115043e+00       2.753094038853e-02       3.346727599262e-04      -1.205114190073e+00       2.753663434490e-02      -9.038356425567e-01       2.753663447639e-02      -9.038360654769e-01       2.756258422772e-02 
       9.327976432223e-02       2.079052588098e-07      -1.205653341539e+00       2.802031926025e-02       9.544037574458e-10       2.386009393615e-09       4.571473496724e-17       4.772018787229e-10      -9.042400061542e-01       2.802031926026e-02       6.075937757272e-01       6.990195742636e-01      -1.205653113351e+00       2.800956600346e-02       3.462516768415e-04      -1.205653200809e+00       2.801579438222e-02      -9.042399006086e-01       2.801579452343e-02      -9.042403649800e-01       2.804285688940e-02 
       9.484378549204e-02       2.113918737115e-07      -1.206163639078e+00       2.849906329998e-02       1.003541262177e-09       2.508853155443e-09       4.969411113364e-17       5.017706310886e-10      -9.046227293084e-01       2.849906329998e-02       6.074637072954e-01       6.989067328148e-01      -1.206163387894e+00       2.848775919000e-02       3.580299064087e-04      -1.206163488914e+00       2.849454035444e-02      -9.046226166875e-01       2.849454051401e-02      -9.046231242798e-01       2.852275337151e-02 
       9.640780666184e-02       2.148785087306e-07      -1.206647721134e+00       2.897741748937e-02       1.054322977630e-09       2.635807444075e-09       5.394519293410e-17       5.271614888150e-10      -9.049857908508e-01       2.897741748938e-02       6.073404887419e-01       6.988006947226e-01      -1.206647445787e+00       2.896554394727e-02       3.700072659709e-04      -1.206647561541e+00       2.897289657958e-02      -9.049856711578e-01       2.897289674887e-02      -9.049862238003e-01       2.900229862053e-02 
       9.861138918367e-02       2.197909361624e-07      -1.207289327784e+00       2.965075502776e-02       1.128712379521e-09       2.821780948801e-09       6.042212048258e-17       5.643561897603e-10      -9.054669958379e-01       2.965075502777e-02       6.071776113164e-01       6.986618251060e-01      -1.207289016334e+00       2.963804707237e-02       3.872200086897e-04      -1.207289154912e+00       2.964623716196e-02      -9.054668661864e-01       2.964623734935e-02      -9.054674855230e-01       2.967738102709e-02 
       1.008149717055e-01       2.247034031070e-07      -1.207888534885e+00       3.032340681788e-02       1.206494117918e-09       3.016235294794e-09       6.750526167416e-17       6.032470589588e-10      -9.059164011635e-01       3.032340681789e-02       6.070261922142e-01       6.985340497071e-01      -1.207888184825e+00       3.030982608173e-02       4.048272307130e-04      -1.207888348743e+00       3.031889218797e-02      -9.059162615605e-01       3.031889239797e-02      -9.059169515167e-01       3.035185738294e-02 
       1.030185542273e-01       2.296159095712e-07      -1.208450121528e+00       3.099541876458e-02       1.287743362649e-09       3.219358406621e-09       7.523611970560e-17       6.438716813243e-10      -9.063375911458e-01       3.099541876460e-02       6.068851518852e-01       6.984161732664e-01      -1.208449730236e+00       3.098092601177e-02       4.228284980237e-04      -1.208449922127e+00       3.099090756501e-02      -9.063374415987e-01       3.099090779806e-02      -9.063382062771e-01       3.102577537065e-02 
       1.052221367492e-01       2.345284555549e-07      -1.208978302993e+00       3.166683247243e-02       1.372535272891e-09       3.431338182227e-09       8.365804627643e-17       6.862676364454e-10      -9.067337272448e-01       3.166683247245e-02       6.067535255533e-01       6.983071415093e-01      -1.208977867732e+00       3.165138759958e-02       4.412234010706e-04      -1.208978090343e+00       3.166232491276e-02      -9.067335677614e-01       3.166232516956e-02      -9.067344114458e-01       3.169917837223e-02 
       1.074257192710e-01       2.394410410586e-07      -1.209476808578e+00       3.233768578451e-02       1.460944999592e-09       3.652362498980e-09       9.281628187349e-17       7.304724997960e-10      -9.071076064339e-01       3.233768578453e-02       6.066304485468e-01       6.982060216859e-01      -1.209476326490e+00       3.232124782169e-02       4.600115526986e-04      -1.209476582690e+00       3.233318210371e-02      -9.071074370225e-01       3.233318239307e-02      -9.071083641814e-01       3.237210600799e-02 
       1.096293017928e-01       2.443536660690e-07      -1.209948928784e+00       3.300801273375e-02       1.553047663605e-09       3.882619159013e-09       1.027579944649e-16       7.765238318025e-10      -9.074616965882e-01       3.300801273377e-02       6.065151483830e-01       6.981119907722e-01      -1.209948396889e+00       3.299053984536e-02       4.791925859936e-04      -1.209948689670e+00       3.300351320252e-02      -9.074615172578e-01       3.300351352927e-02      -9.074625325485e-01       3.304459408782e-02 
       1.118328843147e-01       2.492663305436e-07      -1.210397493695e+00       3.367784172661e-02       1.648918244509e-09       4.122295611273e-09       1.135323116804e-16       8.244591222545e-10      -9.077981202714e-01       3.367784172664e-02       6.064069535042e-01       6.980243408710e-01      -1.210396908890e+00       3.365929121220e-02       4.987661514278e-04      -1.210397241367e+00       3.367334657815e-02      -9.077979310314e-01       3.367334692085e-02      -9.077990393040e-01       3.371667279486e-02 
       1.151372293890e-01       2.566331077103e-07      -1.211031533529e+00       3.468139830335e-02       1.799904696971e-09       4.499761742428e-09       1.313614679581e-16       8.999523484857e-10      -9.082736501466e-01       3.468139830338e-02       6.062566919730e-01       6.979034780928e-01      -1.211030863290e+00       3.466114994081e-02       5.288522675278e-04      -1.211031261411e+00       3.467691020548e-02      -9.082734460659e-01       3.467691060568e-02      -9.082747032880e-01       3.472377278759e-02 
       1.184415744633e-01       2.639999738235e-07      -1.211625866950e+00       3.568397832526e-02       1.959785289040e-09       4.899463222601e-09       1.513593930416e-16       9.798926445202e-10      -9.087194002122e-01       3.568397832530e-02       6.061191932014e-01       6.977936467391e-01      -1.211625103576e+00       3.566193124542e-02       5.598192156374e-04      -1.211625575075e+00       3.567949787420e-02      -9.087191813152e-01       3.567949834272e-02      -9.087205995150e-01       3.573010539773e-02 
       1.217459195376e-01       2.713669288467e-07      -1.212186779896e+00       3.668565077912e-02       2.128812637002e-09       5.322031592506e-09       1.737178298629e-16       1.064406318501e-09      -9.091400849223e-01       3.668565077916e-02       6.059928972931e-01       6.976932742879e-01      -1.212185915236e+00       3.666170120624e-02       5.916659888321e-04      -1.212186468300e+00       3.668117858379e-02      -9.091398512355e-01       3.668117910374e-02      -9.091414431403e-01       3.673574559946e-02 
